canonical_id,compound_code,title,variant,pose_index,glide_docking_score,glide_gscore,glide_emodel,glide_energy,glide_evdw,glide_ecoul,glide_einternal,glide_eff_state_penalty,glide_ligand_efficiency,glide_ligand_efficiency_sa,glide_ligand_efficiency_ln,quickprop_accpthb,quickprop_acid,quickprop_acxdn_5_sa,quickprop_amide,quickprop_amidine,quickprop_amine,quickprop_ciqplogs,quickprop_cns,quickprop_dip_2_v,quickprop_dipole,quickprop_donorhb,quickprop_ea_ev,quickprop_fisa,quickprop_fosa,quickprop_glob,quickprop_humanoralabsorption,quickprop_in34,quickprop_in56,quickprop_ip_ev,quickprop_jm,quickprop_metab,quickprop_mol_mw,quickprop_nando,quickprop_noncon,quickprop_nonhatm,quickprop_percenthumanoralabsorption,quickprop_pisa,quickprop_psa,quickprop_qplogbb,quickprop_qplogherg,quickprop_qplogkhsa,quickprop_qplogkp,quickprop_qplogpc16,quickprop_qplogpo_w,quickprop_qplogpoct,quickprop_qplogpw,quickprop_qplogs,quickprop_qppcaco,quickprop_qppmdck,quickprop_qppolrz,quickprop_ringatoms,quickprop_rotor,quickprop_rtvfg,quickprop_ruleoffive,quickprop_ruleofthree,quickprop_saamideo,quickprop_safluorine,quickprop_sasa,quickprop_stars,quickprop_volume,quickprop_wpsa,source_file,pose_count,variant_count,source_file_count,source_file_exists,known_internal_overlap,smiles,structure_status,feature_completeness,trace_complete,selection_eligible,docking_priority,emodel_priority,ligand_efficiency_priority,exploitation_score,selected_for_phase8,acquisition_id,priority,wave,selection_arm
ATP-HTVS-0CD00DCFE488,46273,m_22bbg____4595258____4713108,46273-5,1425,-0.727471403035266,-2.89557140303527,-44.628343818208,-38.644299030304,-37.262580871582,-1.38171815872192,2.62843346595764,2.1681,-0.020784897229579,-0.0679887770078336,-0.159696118324142,6.75,0,0.0089377,1,0,1,-6.071,1,0.0327011,6.941,1.0,0.244,65.932,292.015,0.8290431,3,0,21,8.665,0.149210546796399,6,491.031,6,0,35,100.0,347.963,61.212,-0.159,-5.309,0.545,-2.611,15.308,4.702,22.166,12.396,-3.906,346.448,571.69,49.702,21,10,0,0,0,28.635,0.0,755.226,0,1473.104,49.317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.00612369871402327,0.14880587875076545,0.004898958971218616,0.04868340477648499,False,,,,
ATP-HTVS-0CE67B896AED,99842,rxn512c____EMOL2726699____EMOL36725275____EMOL45491381,99842-1,247,-4.50629604942923,-4.50629604942923,-50.5871120043856,-40.148362159729,-35.828483581543,-4.31987857818604,4.12704086303711,0.0,-0.140821751544663,-0.447081192567518,-1.00908252245818,5.0,0,0.0111009,0,0,0,-7.246,0,0.0506447,7.894,2.0,1.428,71.01,158.287,0.8718092,3,0,22,8.199,0.200432534863793,7,432.472,5,0,32,100.0,341.921,58.315,-0.26,-5.237,0.71,-1.048,12.609,4.94,20.696,10.615,-5.286,2101.436,2530.539,42.503,22,6,0,0,1,0.0,65.765,636.982,0,1230.483,65.765,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6319657072872015,0.3368034292712799,0.6240048989589713,0.541824862216779,False,,,,
ATP-HTVS-0D57BDDB1211,69729,rxn502b____EMOL41255284____EMOL30488121____EMOL2873214,69729-4,1108,-2.14571084498983,-3.74981084498983,-49.1786875505482,-38.4302768707275,-34.5465316772461,-3.88374519348145,1.63983654975891,1.6041,-0.0631091424997008,-0.204449122570213,-0.474047710808848,6.5,0,0.0126266,0,0,1,-6.519,1,0.0431143,7.758,2.0,1.083,66.993,198.066,0.8297405,3,0,22,8.644,0.0121052531159496,7,476.98,5,0,34,100.0,382.915,61.007,0.028,-6.839,0.77,-2.7,14.839,4.96,23.364,12.126,-4.896,572.147,821.51,48.233,22,8,1,0,1,0.0,36.171,728.019,0,1395.981,80.045,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.0863441518677281,0.2810777709736681,0.08022045315370484,0.14353949785670544,False,,,,
ATP-HTVS-0D83F5E9F976,52769,m_282030aaa____21930070____22360182____21968066,52769-1,629,-3.48376880382318,-3.53466880382318,-47.5584914002139,-36.2276668548584,-28.0102367401123,-8.21743011474609,3.78107738494873,0.0509,-0.105568751631005,-0.338615394636596,-0.774772143980781,6.5,0,0.0126936,0,0,1,-6.704,1,0.0367438,7.136,2.0,0.804,100.103,206.556,0.8301262,3,0,22,7.942,0.0030822175888993,5,436.558,6,0,33,96.464,417.516,70.91,-0.609,-6.998,0.659,-2.996,15.152,4.404,22.555,12.109,-5.155,277.668,137.008,46.876,22,10,0,0,0,0.0,0.0,724.175,0,1385.907,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.23025107164727496,0.2241273729332517,0.22167789344764238,0.22669932639314144,False,,,,
ATP-HTVS-0D8C52C362EE,73825,rxn512b____EMOL1197208____EMOL44846536____EMOL2873214,73825-1,1005,-2.43691677875083,-2.48001677875083,-40.7573780375361,-33.4272639751434,-30.1489105224609,-3.2783534526825,1.16559994220734,0.0431,-0.0786102186693818,-0.246944619725584,-0.549599416138549,6.0,0,0.0100436,0,0,2,-4.902,2,0.0240044,5.785,1.5,0.603,40.344,276.05,0.8248235,3,0,17,8.373,0.0057530850446639,7,452.013,4,0,31,100.0,332.181,45.272,0.566,-7.403,0.794,-4.258,14.685,4.836,21.169,9.944,-3.637,255.341,394.838,46.385,17,10,0,0,1,0.0,0.0,731.66,0,1393.986,83.086,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.1132884262094305,0.08695652173913043,0.1200244947948561,0.1067360685854256,False,,,,
ATP-HTVS-0DE7571C9DAC,43267,m_270004bbb____25289968____24714512,43267-1,213,-4.60852371036615,-4.63392371036615,-60.149561869567,-43.2538461685181,-30.7717418670654,-12.4821043014526,1.95200002193451,0.0254,-0.164590132513077,-0.499792580713625,-1.06378258448832,5.45,0,0.0139805,0,0,1,-4.989,0,0.0229107,5.354,3.0,0.031,65.75,183.45,0.8317482,1,0,17,7.914,0.366111994339901,12,400.904,5,0,28,100.0,367.485,59.769,-0.191,-6.733,0.378,-2.443,13.985,4.197,20.934,11.647,-3.596,587.88,644.804,40.373,17,11,0,0,1,0.0,0.0,675.205,1,1251.394,58.52,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.68156766687079,0.7250459277403551,0.8285364360073484,0.7240048989589711,False,,,,
ATP-HTVS-0E6472D072C2,1473,YAS_R006____OTV5753507____OTV7118560689____OTV1000393,1473-2,479,-3.87174706925944,-3.93264706925944,-49.2471311293904,-39.1338310241699,-30.5250911712646,-8.60873985290527,5.00777673721313,0.0609,-0.120992095914358,-0.384125960224817,-0.866989708646252,5.25,0,0.0106292,0,0,1,-5.982,1,0.0158928,4.655,2.0,0.853,69.75,233.325,0.8512872,3,0,22,8.46,0.0302679137339427,4,426.56,5,0,32,100.0,395.436,52.914,-0.162,-6.55,0.923,-2.707,14.555,4.958,21.614,10.9,-4.442,538.713,280.452,47.049,22,8,0,0,0,0.0,0.0,698.511,0,1363.41,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.3631353337415799,0.28291488058787506,0.37905695039804044,0.34225352112676055,False,,,,
ATP-HTVS-0E76F39BB090,32387,m_282030aaa____21930836____23157418____21940090,32387-1,142,-4.91384379869376,-4.95794379869376,-58.6012419369321,-42.4743800163269,-34.6263656616211,-7.84801435470581,3.47225642204285,0.0441,-0.158511090280444,-0.497943671626475,-1.10822236783255,6.0,0,0.0169131,0,0,1,-5.268,0,0.0236934,5.556,3.5,0.674,66.858,217.368,0.8693217,3,0,22,8.089,0.561300584876844,6,412.536,6,0,31,100.0,379.461,70.044,-0.17,-6.182,0.5,-2.613,14.24,4.03,23.152,13.403,-3.253,573.834,300.266,43.84,22,9,0,0,0,0.0,0.0,663.687,0,1303.07,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.7917942437232088,0.6613594611145132,0.7789344764237599,0.7500918554807103,False,,,,
ATP-HTVS-0E779CFB9E8D,92771,rxn501c____EMOL18624763____EMOL713289____EMOL717321,92771-2,206,-4.64095293720157,-4.72335293720157,-63.1806058705071,-43.5089721679688,-26.3942985534668,-17.114673614502,5.53353977203369,0.0824,-0.12891535936671,-0.425669137385519,-1.01253054683893,7.0,0,0.0140199,0,0,2,-6.256,-2,0.0582773,9.596,3.0,0.579,172.656,232.164,0.7586128,2,0,24,9.023,2.29384353782053e-07,7,474.604,5,0,36,72.197,459.973,93.687,-1.242,-9.084,0.961,-6.246,18.327,4.206,27.585,15.186,-6.069,14.204,6.096,55.048,24,10,0,0,3,0.0,0.0,864.793,2,1579.978,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,6,6,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6938150642988365,0.8193508879363135,0.4800979791794244,0.6887323943661972,False,,,,
ATP-HTVS-0EB7A7111FDE,80385,rxn502c____EMOL491633____EMOL49259969____EMOL324170366,80385-1,881,-2.77832980422911,-2.78672980422911,-43.08168217003,-37.1976554393768,-34.6677322387695,-2.5299232006073,3.1757698059082,0.0084,-0.0817155824773269,-0.264726765030638,-0.613810983265571,6.7,0,0.017192,0,0,1,-6.376,1,0.0167632,4.722,3.0,0.818,67.814,191.854,0.8665904,3,0,21,8.062,0.191203649354301,7,481.559,5,0,34,100.0,310.567,64.937,0.014,-5.898,0.454,-2.778,13.677,4.341,23.016,12.741,-3.623,561.98,1100.651,43.628,21,10,0,0,1,0.0,69.573,675.007,0,1330.257,104.772,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.13778322106552357,0.12431108389467238,0.1267605633802817,0.13153704837721983,False,,,,
ATP-HTVS-0F3A12BD04AB,91361,rxn502b____EMOL92488516____EMOL30488121____EMOL324170366,91361-1,14,-6.07159898960278,-6.11279898960278,-63.739707722394,-47.8019771575928,-34.9039421081543,-12.8980350494385,14.7031297683716,0.0412,-0.168655527488966,-0.556888281227307,-1.32465886388328,9.2,0,0.0247401,0,0,0,-6.561,-2,0.055047,8.861,4.0,1.127,185.901,181.121,0.8239592,3,0,22,8.448,0.0278321267437947,8,486.545,7,0,36,85.706,362.699,121.651,-1.891,-6.11,0.165,-2.612,16.107,3.21,27.694,17.739,-4.631,171.003,87.514,47.331,22,11,0,0,1,0.0,14.012,743.733,0,1426.385,14.012,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.977342314758114,0.835272504592774,0.8548683404776485,0.9102265768524188,False,,,,
ATP-HTVS-0F469DA925F8,70337,rxn502b____EMOL93405211____EMOL13728749____EMOL2873214,70337-1,446,-3.94088849150865,-4.02418849150865,-54.6717879670747,-42.4451184272766,-36.504753112793,-5.94036531448364,4.45953416824341,0.0833,-0.11942086337905,-0.383046518559603,-0.876433195682958,6.5,0,0.0140245,0,0,1,-5.622,0,0.0252211,5.902,2.5,0.856,56.657,240.999,0.8184426,3,0,22,8.188,0.054462042195823,6,434.54,5,0,33,100.0,435.16,55.463,-0.084,-7.271,0.695,-2.325,15.069,4.603,23.392,13.127,-4.577,717.003,382.002,48.137,22,8,0,0,0,0.0,0.0,732.817,0,1381.108,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.39436619718309857,0.5033680342927128,0.3643600734843846,0.42106552357624005,False,,,,
ATP-HTVS-0F46F3379ABF,71235,rxn502b____EMOL526127____EMOL44466703____EMOL2873214,71235-1,450,-3.90607429563462,-3.95617429563462,-55.712542429727,-42.1981868743896,-32.7446365356445,-9.45355033874512,2.64618730545044,0.0501,-0.1148845381069,-0.372181304997946,-0.862961373578578,8.0,0,0.0162603,0,0,1,-6.385,1,0.0429348,7.721,2.0,0.975,119.035,196.933,0.8650027,3,0,22,8.78,0.0053445437437385,6,449.554,6,0,34,88.967,379.818,85.755,-0.641,-6.254,0.462,-3.574,14.999,3.672,23.795,13.611,-4.351,183.65,87.638,47.255,22,9,0,0,0,0.0,0.0,695.786,0,1388.329,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.37538273116962645,0.5480710349050827,0.3129210042865891,0.4146968769136558,False,,,,
ATP-HTVS-0F4AF3905209,96993,rxn318____EMOL2873214____EMOL484550____EMOL476827,96993-1,622,-3.52113327150541,-3.56563327150541,-48.0480775284475,-37.4512233734131,-31.9193897247314,-5.53183364868164,1.63674783706665,0.0445,-0.11737110905018,-0.364699324887104,-0.800039845105883,6.0,0,0.0,0,0,1,-6.464,2,0.0160614,4.504,0.0,0.88,43.059,177.132,0.8477024,3,0,22,9.129,0.0996491428120804,3,466.352,4,0,30,100.0,361.257,42.869,0.47,-6.445,0.468,-2.623,12.901,4.538,18.548,8.911,-4.047,964.881,1542.952,44.641,22,5,0,0,0,0.0,36.262,666.68,0,1263.263,85.233,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.24066135946111453,0.23882424984690753,0.3453766074709124,0.261053276178812,False,,,,
ATP-HTVS-0F6915EAEEA3,79267,rxn207____EMOL46100666____EMOL50155899,79267-2,11,-5.92798196044923,-6.21698196044923,-73.4342709886305,-48.2695598602295,-31.2061328887939,-17.0634269714355,7.35281705856323,0.289,-0.197599398681641,-0.613987274044434,-1.34690209195082,6.0,0,0.007951,0,0,2,-4.225,2,0.0459963,7.887,1.0,0.787,53.922,348.872,0.7837707,3,0,17,9.126,0.0001099417672608,7,417.476,5,0,30,94.325,234.984,51.274,0.58,-7.604,0.76,-5.043,12.398,4.543,20.228,9.151,-4.537,189.826,438.713,45.08,17,8,0,0,1,0.0,116.846,754.624,0,1352.484,116.846,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,8,8,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.971830985915493,0.9657072872014697,0.966319657072872,0.9688916105327618,False,,,,
ATP-HTVS-0F755B78CCFB,95490,rxn502b____EMOL18624763____EMOL7515103____EMOL324170366,95490-1,299,-4.35514726578573,-4.41904726578573,-56.5757556488366,-44.0350570678711,-36.9087066650391,-7.12635040283203,8.27204513549805,0.0639,-0.12443277902245,-0.407027870861101,-0.956051482125776,9.2,0,0.0210653,0,0,1,-5.186,-2,0.0284848,6.674,4.0,0.763,142.631,317.244,0.7459121,1,0,22,7.604,0.0003408853455345,10,469.585,7,0,35,85.251,413.599,97.119,-1.41,-8.342,0.404,-3.698,17.981,3.721,28.875,18.099,-5.441,109.706,50.215,53.313,22,11,0,0,1,0.0,0.0,873.475,3,1563.721,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.5590936925903246,0.582363747703613,0.4225352112676056,0.5387630128597674,False,,,,
ATP-HTVS-0F900EB338B9,82082,rxn502b____EMOL31412043____EMOL13728749____EMOL8314610,82082-1,98,-5.14238362081274,-5.17928362081274,-63.0581528893747,-48.0321264266968,-38.7326774597168,-9.29944896697998,6.4916844367981,0.0369,-0.155829806691295,-0.49982945401639,-1.14363949143135,7.7,0,0.0214573,0,0,0,-6.228,-2,0.0441155,7.745,4.0,0.868,121.706,192.174,0.826982,3,0,22,7.509,0.370370975170012,9,441.532,7,0,33,100.0,403.824,91.518,-1.226,-6.257,0.272,-1.38,15.435,3.798,25.858,16.258,-4.696,694.649,333.67,45.693,22,10,0,0,1,0.0,0.0,717.704,2,1359.61,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.863441518677281,0.8169014084507042,0.7587262706674831,0.8285364360073484,False,,,,
ATP-HTVS-0FD0361A2408,93698,rxn502a____EMOL45480251____EMOL729060____EMOL2873214,93698-1,312,-4.34741831969368,-4.39151831969368,-50.2960139239232,-36.9060382843018,-28.0152359008789,-8.89080238342285,2.83744978904724,0.0441,-0.14023930063528,-0.440545025216293,-0.98047606346182,6.5,0,0.0136733,0,0,1,-5.302,1,0.0461173,7.661,2.0,0.663,43.127,168.394,0.8447742,3,0,18,8.849,0.202878900620015,8,428.456,5,0,31,100.0,366.418,57.54,0.309,-6.517,0.457,-2.318,12.754,4.402,21.558,11.723,-4.007,963.447,1728.183,43.138,18,8,2,0,1,0.0,94.348,672.288,0,1272.613,94.348,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.554194733619106,0.3178199632578077,0.6135946111451317,0.49516227801592166,False,,,,
ATP-HTVS-0FDC7A3FF1CA,47107,m_270004bbb____8289034____24714838,47107-1,15,-5.88013714765497,-6.02763714765497,-74.6354308276943,-47.6264419555664,-31.3728427886963,-16.2535991668701,7.85099744796753,0.1475,-0.189681843472741,-0.595862872513139,-1.32615113135802,6.5,0,0.0079996,0,0,2,-5.4,1,0.0125637,4.306,1.0,0.326,83.252,351.023,0.7713978,3,0,17,8.985,8.1495649518e-06,6,435.998,5,0,31,90.913,307.44,56.24,-0.061,-8.15,0.858,-5.04,15.595,4.811,21.243,9.797,-5.688,100.05,122.871,48.768,17,11,0,0,0,0.0,0.0,812.542,0,1475.498,70.826,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9687691365584813,0.9761175750153093,0.9448867115737906,0.9661971830985916,False,,,,
ATP-HTVS-103E90EA5971,80961,rxn512b____EMOL109726771____EMOL720738____EMOL2873214,80961-1,243,-4.4936951823295,-4.5367951823295,-50.3464775594708,-37.9957256317139,-29.5097370147705,-8.48598861694336,6.86255359649658,0.0431,-0.149789839410983,-0.46543185755174,-1.02101650815588,6.0,0,0.0092212,0,0,2,-4.727,2,0.0331261,6.546,1.0,0.616,40.149,261.255,0.882288,3,0,17,8.478,0.02125426253955,6,442.018,4,0,30,94.933,254.479,41.028,0.767,-6.103,0.643,-4.72,13.201,4.248,19.53,8.932,-2.598,256.428,459.781,42.899,17,8,0,0,0,0.0,0.0,650.677,0,1293.35,94.794,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6240048989589713,0.32210655235762403,0.7121861604409063,0.5510716472749542,False,,,,
ATP-HTVS-106685DD3ACA,70754,rxn502b____EMOL48663751____EMOL13728749____EMOL50155899,70754-1,432,-4.01924083094669,-4.09764083094669,-51.9995054284043,-39.1381456851959,-36.4452438354492,-2.6929018497467,1.20992648601532,0.0784,-0.121795176695354,-0.390662210022938,-0.893858350287276,6.5,0,0.0125404,0,0,1,-5.904,1,0.0328067,6.727,2.0,1.006,58.87,187.944,0.817467,3,0,22,8.207,0.0115857276381633,6,446.499,5,0,33,100.0,421.778,59.395,0.111,-7.223,0.76,-2.509,14.444,4.889,23.26,12.563,-5.077,683.186,817.228,48.576,22,7,0,0,0,0.0,64.432,733.024,0,1379.225,64.432,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.4268218003674219,0.39436619718309857,0.39069197795468463,0.4098591549295775,False,,,,
ATP-HTVS-10900B51E20F,58209,m_270004bbb____8289034____7548972,58209-1,104,-4.99358231560657,-5.20508231560657,-65.751973065355,-45.3815050125122,-33.4811820983887,-11.9003229141235,9.85291194915771,0.2115,-0.161083300503438,-0.506023963045621,-1.12620584708846,8.0,0,0.0113363,0,0,2,-3.801,1,0.0232459,5.689,1.0,0.697,60.665,330.057,0.8545319,3,0,17,8.952,0.0373619747087912,7,436.614,5,0,31,88.155,275.823,57.234,0.3,-6.654,0.403,-4.831,13.944,3.685,21.218,10.859,-2.237,163.838,140.436,45.784,17,10,0,0,1,0.0,0.0,705.7,0,1392.434,39.155,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.8205756276791182,0.8799755052051439,0.8046540110226577,0.8352112676056338,False,,,,
ATP-HTVS-109B405B023F,43907,m_270004bda____24170338____16896454,43907-2,1335,-1.38503096339242,-1.39383096339242,-34.4179119572302,-34.4341485500336,-32.865478515625,-1.56867003440857,6.35194253921509,0.0088,-0.0461676987797473,-0.143453774210879,-0.314694126003808,5.25,0,0.0073544,0,0,1,-5.578,1,0.0408592,7.297,1.0,0.175,60.901,206.346,0.808238,3,0,18,9.196,0.0010162081814588,8,420.938,4,2,30,100.0,394.438,48.339,0.227,-7.242,0.961,-2.931,14.152,4.979,20.695,10.306,-5.686,653.544,667.4,47.195,23,4,0,0,1,0.0,0.0,713.862,0,1303.114,52.176,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.026331904470300063,0.0226576852418861,0.03061849357011635,0.026086956521739132,False,,,,
ATP-HTVS-10A4E2B2EADA,92833,rxn502c____EMOL18624763____EMOL36251210____EMOL493903,92833-1,219,-4.57477617344155,-4.90757617344155,-61.4719107830289,-47.5570249557495,-36.2470436096191,-11.3099813461304,12.4673175811768,0.3328,-0.130707890669759,-0.42755417713896,-1.00426490175721,7.0,0,0.010544,0,0,1,-6.246,-2,0.0453845,8.229,1.5,0.855,141.481,180.486,0.7766721,3,0,24,7.952,0.0002216260329253,8,465.554,7,0,35,91.222,491.123,107.538,-1.144,-8.214,0.875,-3.595,17.035,4.708,24.322,13.086,-5.727,112.496,51.597,52.474,24,9,0,0,2,0.0,0.0,813.09,1,1492.164,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6662584200857318,0.7679118187385181,0.5045927740355175,0.6644213104715249,False,,,,
ATP-HTVS-11489B74AE1C,69539,rxn502b____EMOL299976369____EMOL30488121____EMOL2873214,69539-1,108,-5.03834344879853,-5.11234344879853,-67.4943659905862,-46.8574600219727,-30.4449481964111,-16.4125118255615,6.25830268859863,0.074,-0.148186572023486,-0.480066966953845,-1.11311138858648,7.25,0,0.0171845,0,0,1,-5.694,0,0.0531737,8.766,3.0,0.89,72.928,246.198,0.8458864,3,0,22,8.435,0.08885213079617,8,454.571,6,0,34,100.0,411.612,75.871,-0.26,-6.715,0.682,-2.612,15.629,4.504,25.656,14.323,-4.097,502.6,260.188,49.826,22,9,0,0,1,0.0,0.0,730.738,0,1444.983,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,6,6,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.835272504592774,0.9093692590324556,0.6981016533986528,0.8300673606858542,False,,,,
ATP-HTVS-115B93EFBC96,98209,rxn502b____EMOL15318088____EMOL44466703____EMOL24630243,98209-2,575,-3.64122190653447,-3.64882190653447,-45.2467029710364,-39.16739320755,-36.7009620666504,-2.46643114089966,6.7557544708252,0.0076,-0.110340057773772,-0.353919522870602,-0.809788898775239,6.75,0,0.0098705,0,0,0,-8.121,-1,0.0363025,6.901,1.0,1.062,114.211,84.732,0.8474878,3,0,22,8.769,0.0211781571355033,5,456.93,6,0,33,100.0,451.769,80.58,-0.897,-6.154,0.525,-1.265,14.824,4.57,21.155,11.575,-6.069,818.162,604.922,45.526,22,8,0,0,1,0.0,0.0,683.855,1,1311.894,33.144,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.27311696264543783,0.16227801592161667,0.26515615431720757,0.23827311696264544,False,,,,
ATP-HTVS-11C14F34C5FE,35233,m_2230bbb____8627196____7471132,35233-3,368,-4.15555608176031,-4.81085608176031,-50.3542293081544,-39.2442140579224,-28.475284576416,-10.7689294815063,3.87528657913208,0.6553,-0.14329503730208,-0.440247753646312,-0.951516966912951,4.2,0,0.0085291,0,0,1,-5.982,1,0.0195995,4.939,2.0,1.03,73.741,76.971,0.8034569,3,0,22,8.892,0.0062810749571248,5,406.886,3,0,29,100.0,474.713,45.538,-0.047,-7.702,0.81,-2.597,13.993,4.937,20.21,10.673,-5.215,493.753,624.85,43.689,22,7,0,0,0,0.0,46.976,696.405,1,1244.484,70.98,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.47274954072259645,0.32333129210042866,0.6503368034292712,0.4634415186772811,False,,,,
ATP-HTVS-11CEFB3A39DF,61475,m_270004bbb____8292364____7547234,61475-1,109,-5.0306086001535,-5.1192086001535,-62.3765019665557,-46.0104417800903,-38.0987739562988,-7.9116678237915,7.35858964920044,0.0886,-0.157206518754797,-0.499099585918663,-1.12649039478569,6.5,0,0.0081564,0,0,1,-6.533,0,0.0434501,7.857,1.0,0.759,115.748,185.516,0.7669527,1,0,23,8.215,4.14358401591e-05,7,422.532,6,0,32,95.62,495.657,70.404,-0.832,-8.393,0.833,-3.201,16.166,4.713,22.378,11.898,-6.807,197.315,94.707,50.303,23,8,0,0,2,0.0,0.0,796.921,2,1420.785,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.8346601347213717,0.7979179424372321,0.7703612982241274,0.810777709736681,False,,,,
