rdkit_canonical_smiles,scaffold,organism_species,unit_normalized,compound_ids,measurement_count,activity_value_median,activity_value_min,activity_value_max,label_log10,source_level,confidence,reference_count,sample_weight
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C(C)(C)C,O=c1cc[nH]c2cc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL132967,1,0.015,0.015,0.015,-1.8239087409443189,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C(C)(C)C,O=c1cc[nH]c2cc(N3CCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL132967,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL134977,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL134977,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL134977,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2CCF,O=c1cc[nH]c2cc(N3CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL131812,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2CCF,O=c1cc[nH]c2cc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL131812,1,0.12,0.12,0.12,-0.9208187539523752,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2CCF,O=c1cc[nH]c2cc(N3CCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL131812,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c1c(=O)[nH]sc1n2C1CC1,O=c1[nH]sc2c1c(=O)c1ccc(N3CCC3)cc1n2C1CC1,Escherichia coli,μg/mL,CHEMBL132898,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c1c(=O)[nH]sc1n2C1CC1,O=c1[nH]sc2c1c(=O)c1ccc(N3CCC3)cc1n2C1CC1,Klebsiella pneumoniae,μg/mL,CHEMBL132898,1,0.015,0.015,0.015,-1.8239087409443189,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c1c(=O)[nH]sc1n2C1CC1,O=c1[nH]sc2c1c(=O)c1ccc(N3CCC3)cc1n2C1CC1,Pseudomonas aeruginosa,μg/mL,CHEMBL132898,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1,O=c1ccn(-c2ccccc2)c2nc(N3CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL341417,1,0.12,0.12,0.12,-0.9208187539523752,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1,O=c1ccn(-c2ccccc2)c2nc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL341417,1,0.06,0.06,0.06,-1.2218487496163564,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1,O=c1ccn(-c2ccccc2)c2nc(N3CCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL341417,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2nc(N3CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL132301,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2nc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL132301,1,0.06,0.06,0.06,-1.2218487496163564,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2nc(N3CCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL132301,1,1.0,1.0,1.0,0.0,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C(C)(C)C,O=c1cc[nH]c2nc(N3CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL134496,1,0.06,0.06,0.06,-1.2218487496163564,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C(C)(C)C,O=c1cc[nH]c2nc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL134496,1,0.015,0.015,0.015,-1.8239087409443189,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C(C)(C)C,O=c1cc[nH]c2nc(N3CCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL134496,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2nc(N3CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL132632,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2nc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL132632,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2nc(N3CCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL132632,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2CCF,O=c1cc[nH]c2nc(N3CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL133025,1,0.12,0.12,0.12,-0.9208187539523752,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2CCF,O=c1cc[nH]c2nc(N3CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL133025,1,0.06,0.06,0.06,-1.2218487496163564,B,high,1,1.0
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2CCF,O=c1cc[nH]c2nc(N3CCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL133025,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,N=C(C(=O)N[C@H]1CNC1=O)c1cscn1,Acinetobacter baumannii,μg/mL,CHEMBL158,74,28.0,1.0,256.0,1.4471580313422192,B,high,13,1.0
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1C(=O)[N-]S(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(C[C@@H](O)CO)c1=O.[Na+].[Na+],N=C(C(=O)N[C@H]1CN(C(=O)[N-]S(=O)(=O)n2nc(-c3cc(=O)cc[nH]3)[nH]c2=O)C1=O)c1cscn1,Acinetobacter baumannii,μg/mL,CHEMBL2016854,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,Acinetobacter baumannii,μg/mL,CHEMBL1200699,1,16.0,16.0,16.0,1.2041199826559248,B,high,1,1.0
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,O=C1C[C@@H]2N1CC(Cn1ccnn1)S2(=O)=O,Acinetobacter baumannii,μg/mL,CHEMBL404,17,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],O=C1C[C@@H]2N1CC(Cn1ccnn1)S2(=O)=O,Escherichia coli,μg/mL,CHEMBL1439,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
C[S+]([O-])/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C=CCS[C@H]12,Klebsiella pneumoniae,μg/mL,CHEMBL290518,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-],c1cc(-c2cc[nH+]cc2)cc[nH+]1,Acinetobacter baumannii,μg/mL,CHEMBL458019,3,800.0,400.0,800.0,2.9030899869919438,B,high,1,1.0
Cc1c(F)c(N2CCC(C)(CN)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL279647,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
Cc1c(F)c(N2CCC(C)(CN)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL279647,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
Cc1c(F)c(N2CCC(C)(CN)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL279647,1,0.8,0.8,0.8,-0.09691001300805639,B,high,1,1.0
Cc1c(F)c(N2CCC(C)(CN)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL16559,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
Cc1c(F)c(N2CCC(C)(CN)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL16559,1,0.4,0.4,0.4,-0.3979400086720376,B,high,1,1.0
Cc1c(F)c(N2CCC(C)(CN)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL16559,1,1.6,1.6,1.6,0.2041199826559248,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)c(Cl)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL279842,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)c(Cl)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL279842,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL277797,1,0.006,0.006,0.006,-2.221848749616356,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL277797,1,0.013,0.013,0.013,-1.8860566476931633,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL277797,1,0.4,0.4,0.4,-0.3979400086720376,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)cc2c1c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2cc(N3CCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL16147,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)cc2c1c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL16147,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)cc2c1c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL16147,1,0.8,0.8,0.8,-0.09691001300805639,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL16397,1,0.025,0.025,0.025,-1.6020599913279623,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL16397,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
Cc1c(F)c(N2CCC(N)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL16397,1,0.4,0.4,0.4,-0.3979400086720376,B,high,1,1.0
Cc1c(F)c(N2CCNC(C)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL16030,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
Cc1c(F)c(N2CCNC(C)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL16030,1,0.4,0.4,0.4,-0.3979400086720376,B,high,1,1.0
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL16237,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL16237,1,0.4,0.4,0.4,-0.3979400086720376,B,high,1,1.0
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL16237,1,1.6,1.6,1.6,0.2041199826559248,B,high,1,1.0
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL583,1,0.013,0.013,0.013,-1.8860566476931633,B,high,1,1.0
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL583,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL583,1,0.8,0.8,0.8,-0.09691001300805639,B,high,1,1.0
Cc1c(F)c(N2CCNCC2)c(Cl)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL16159,1,0.025,0.025,0.025,-1.6020599913279623,B,high,1,1.0
Cc1c(F)c(N2CCNCC2)c(Cl)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL16159,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
Cc1c(F)c(N2CCNCC2)c(Cl)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL16159,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
Cc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL16001,1,0.025,0.025,0.025,-1.6020599913279623,B,high,1,1.0
Cc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL16001,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
Cc1c(F)c(N2CCNCC2)cc2c1c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL15829,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
Cc1c(F)c(N2CCNCC2)cc2c1c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL15829,1,0.8,0.8,0.8,-0.09691001300805639,B,high,1,1.0
Cc1c(F)c(N2CCNCC2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL16052,1,0.013,0.013,0.013,-1.8860566476931633,B,high,1,1.0
Cc1c(F)c(N2CCNCC2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL16052,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
Cc1c(F)c(N2CCNCC2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL16052,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
Cc1c(N2CC(C)CC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL343104,2,0.0775,0.03,0.125,-1.1106982974936896,B,high,1,1.0
Cc1c(N2CC(C)CC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL343104,1,0.06,0.06,0.06,-1.2218487496163564,B,high,1,1.0
Cc1c(N2CC(C)CC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL343104,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
Cc1c(N2CC(C)NC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL46664,2,0.045,0.03,0.06,-1.3467874862246563,B,high,1,1.0
Cc1c(N2CC(C)NC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL46664,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CC(C)NC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL46664,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
Cc1c(N2CC(C)OC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCOCC3)ccc12,Escherichia coli,μg/mL,CHEMBL140068,2,0.045,0.03,0.06,-1.3467874862246563,B,high,1,1.0
Cc1c(N2CC(C)OC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCOCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL140068,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CC(C)OC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCOCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL140068,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
Cc1c(N2CC3CCC2CC3)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CC4CCC3CC4)ccc12,Escherichia coli,μg/mL,CHEMBL139334,2,2.15,0.3,4.0,0.33243845991560533,B,high,1,1.0
Cc1c(N2CC3CCC2CC3)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CC4CCC3CC4)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL139334,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CC3CCC2CC3)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CC4CCC3CC4)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL139334,1,16.0,16.0,16.0,1.2041199826559248,B,high,1,1.0
Cc1c(N2CC=CCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CC=CCC3)ccc12,Escherichia coli,μg/mL,CHEMBL344476,2,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CC=CCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CC=CCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL344476,1,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CCC(C)CC2)c(N(C)C)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL139440,2,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCC(C)CC2)c(N(C)C)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL139440,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCC(C)CC2)c(N(C)C)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL139440,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCC(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL125318,2,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCC(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL125318,1,0.03,0.03,0.03,-1.5228787452803376,B,high,1,1.0
Cc1c(N2CCC(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL125318,1,1.0,1.0,1.0,0.0,B,high,1,1.0
Cc1c(N2CCC(C)CC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Escherichia coli,μg/mL,CHEMBL435031,2,17.0,2.0,32.0,1.2304489213782739,B,high,1,1.0
Cc1c(N2CCC(C)CC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL435031,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCC(C)CC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL435031,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
Cc1c(N2CCC(CN)(CF)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL59027,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
Cc1c(N2CCC(F)(CN)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,O=c1ccc(C2CC2)c2cc(N3CCCC3)ccn12,Klebsiella pneumoniae,μg/mL,CHEMBL418295,1,0.005,0.005,0.005,-2.3010299956639813,B,high,1,1.0
