compound_id,compound_code,canonical_smiles,scaffold,historical_HTVS_score,docking_rank_utility,reference_similarity,parent_reference_similarity,reference_compound,reference_key,reference_doi,source_file
ATP-HTVS-093491EAEBEC,53250,C[NH+](C)Cc1cc(F)ccc1CNc1nc(NCc2ccc(N)cc2Cl)c2ccccc2[nH+]1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-3.78030398240935,0.3272058823529411,0.2073170731707317,0.2916666666666667,Ward2024 compound 17,UYSBYFPUEOTVDZ-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-09A5DA8CBD66,30690,C[NH+](C)Cc1ccc(CCNc2nc(NC[C@H](c3ccccc3)[NH+](C)C)c3ccccc3[nH+]2)cc1,c1ccc(CCNc2nc(NCCc3ccccc3)c3ccccc3[nH+]2)cc1,-4.32064354787896,0.5404411764705883,0.20253164556962025,0.3181818181818182,Ward2024 compound 8,APMKTVCBYUVFFM-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-09A833AE3D1D,90339,C[NH+](C)Cc1ccccc1C(=O)Nc1nc2ccccc2cc1-c1ccnc(Cl)c1,O=C(Nc1nc2ccccc2cc1-c1ccncc1)c1ccccc1,-3.68111560471429,0.2849264705882353,0.2894736842105263,0.32857142857142857,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-09F9B4EC4E97,20514,CCCc1ccc(C[NH2+]Cc2ncc(-c3ccccc3C)cn2)cc1,c1ccc(C[NH2+]Cc2ncc(-c3ccccc3)cn2)cc1,-4.0071540234108,0.4209558823529411,0.2222222222222222,0.2835820895522388,WSA280,XQBWCRMKNUAPEC-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0A1AFDA96BE3,90754,CN(Cc1ccccc1)[C@H]1C(=O)N(Cc2ccccc2)c2ccccc21,O=C1C(NCc2ccccc2)c2ccccc2N1Cc1ccccc1,-4.20118108704855,0.48897058823529416,0.2222222222222222,0.21875,Ward2024 compound 6,LKLACXNGVWXYAW-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0A1D74055304,29089,OCc1ccc(CC[NH2+]Cc2c(OCc3ccccc3)ccc3ccccc23)cc1,c1ccc(CC[NH2+]Cc2c(OCc3ccccc3)ccc3ccccc23)cc1,-5.16115024103222,0.8713235294117647,0.2608695652173913,0.2857142857142857,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0A30D9D79A37,89123,CN(Cc1ccccc1C[NH+]1CCCC1)c1c(NC(=O)c2ccccc2)cnc2ccccc12,O=C(Nc1cnc2ccccc2c1NCc1ccccc1C[NH+]1CCCC1)c1ccccc1,-1.8144976552467,0.06617647058823528,0.22727272727272727,0.25925925925925924,compound 19 (Steed 2022),DHQKBEDPXLHXAJ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0A53D5277C22,24418,COc1ccc([C@@H](CN(C)C)NCc2nc3ccccc3c(-c3ccccc3)c2Cl)cc1,c1ccc(CNCc2cc(-c3ccccc3)c3ccccc3n2)cc1,-2.02757734796739,0.07965686274509809,0.2619047619047619,0.26506024096385544,WSA296,HCBCVTVDQQQYPH-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0A81E0DFACE9,19938,COc1ccccc1-c1cnc(C[NH2+]Cc2ccc(C[NH+](C)C)cc2)nc1,c1ccc(C[NH2+]Cc2ncc(-c3ccccc3)cn2)cc1,-4.7467795765273,0.7371323529411764,0.24390243902439024,0.3898305084745763,WSA297,GXYVJEJKTGYEDL-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0A8B3D0EFFB7,1954,Cc1ccc([C@@H](O)CNc2cc(-c3ccncc3)[nH+]c3c(F)cccc23)cc1,c1ccc(CCNc2cc(-c3ccncc3)[nH+]c3ccccc23)cc1,-5.05094522348199,0.8388480392156863,0.1744186046511628,0.18823529411764706,WSA280,XQBWCRMKNUAPEC-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0A8D2667A5C6,69794,C[NH+](C)Cc1ccc(CNc2cnc3ccccc3c2NC(=O)Cc2cccc(Cl)c2)cc1,O=C(Cc1ccccc1)Nc1c(NCc2ccccc2)cnc2ccccc12,-3.43908277029645,0.22058823529411764,0.25609756097560976,0.3380281690140845,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0AAFA8CB92ED,43169,C[NH+](C)Cc1ccccc1CNc1nc(NCCc2ccc(N)cc2)c2ccccc2[nH+]1,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1,-4.84593814132737,0.7689950980392157,0.20987654320987653,0.31343283582089554,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0AE85D2EF5B8,94338,C[NH+](C)Cc1ccccc1C(=O)Nc1ncc(C#Cc2ccccc2C[NH3+])nc1-c1ccccc1,O=C(Nc1ncc(C#Cc2ccccc2)nc1-c1ccccc1)c1ccccc1,-5.19876401981564,0.8786764705882353,0.2,0.2289156626506024,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0B0619B736F3,87937,N#CCN(c1ccccc1)c1cc2ccccc2nc1NC(=O)c1cc(F)cc(F)c1,O=C(Nc1nc2ccccc2cc1Nc1ccccc1)c1ccccc1,-3.55560968432524,0.25183823529411764,0.26865671641791045,0.28378378378378377,Ward2024 compound 5,BMTCMYDFINDWQK-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0B15CB8240E3,99809,CC(=O)c1ccccc1C(=O)Nc1nc2ccccc2cc1C#CCN[C@@H](C)c1ccccc1F,O=C(Nc1nc2ccccc2cc1C#CCNCc1ccccc1)c1ccccc1,-3.92893107291661,0.38664215686274506,0.2987012987012987,0.3116883116883117,compound 17 (Steed 2022),HXWNUGNSPIOUKJ-HNNXBMFYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0B527D484045,76929,C[C@H](Nc1cc(Cl)ccc1[C@H](C[NH3+])N(C)C)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,O=c1c2ccccc2cc(CNc2ccccc2)n1-c1ccccc1,-4.70705017394486,0.7242647058823529,0.19753086419753085,0.18292682926829268,Ward2024 compound 11,IIRFHYMEOYQCBC-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0B76E6A2B6F2,90146,C[C@@H](C#N)N(C(=O)c1[nH]c2ccccc2c1Nc1ccc(NCCO)cc1)c1ccccc1,O=C(Nc1ccccc1)c1[nH]c2ccccc2c1Nc1ccccc1,-3.61221120442026,0.2647058823529411,0.2,0.2,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0BEF59EEEAC9,79426,O=C1CN(Cc2cccc(C(=O)NCCO)c2)[C@H](c2ccccc2)c2ccccc2N1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,-4.29629478093592,0.5300245098039216,0.17391304347826086,0.17391304347826086,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0C1598B702AE,55106,COCCNc1ccccc1C[NH2+]Cc1c(-c2ccccc2)cc2ccccn12,c1ccc(C[NH2+]Cc2c(-c3ccccc3)cc3ccccn23)cc1,-3.15858840715297,0.1740196078431373,0.20930232558139536,0.2328767123287671,WSA278,JWHCVPMRQDOIHA-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0C253F9D7643,68259,O=C([O-])C[N@H+](Cc1ccc(Cl)cc1)Cc1cc(OCc2ccccc2)c2ccccc2c1,c1ccc(C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)cc1,-3.61118922669315,0.2640931372549019,0.28378378378378377,0.2876712328767123,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0C40F7CB6A92,58402,Cc1ccc([C@@](C)(CO)C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,-5.00496722494702,0.8241421568627451,0.2,0.25925925925925924,WSA280,XQBWCRMKNUAPEC-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0C765FB89CD3,40065,CC[N@@H+](C)Cc1cccc(CNc2nc3ccccc3nc2N(C)CCc2cccc([N+](=O)[O-])c2)c1,c1ccc(CCNc2nc3ccccc3nc2NCc2ccccc2)cc1,-4.11182705426906,0.4595588235294118,0.2289156626506024,0.24358974358974358,Ward2024 compound 6,LKLACXNGVWXYAW-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0C924C2A1F00,82563,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccc(NCCO)cc1)c1cccc(CS)c1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-3.96699931810985,0.40441176470588236,0.21951219512195122,0.25925925925925924,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0CA591B42E29,85378,C[NH+](C)Cc1cccc(CN[C@H](C#Cc2ccc(C(=O)[O-])cc2)c2coc3ccccc23)c1,C(#CC(NCc1ccccc1)c1coc2ccccc12)c1ccccc1,-5.49807264992147,0.923406862745098,0.20689655172413793,0.24675324675324675,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0CB0406266F3,38243,CN(Cc1ccc(C[NH+](C)C)cc1)C(=O)Cn1c(COc2ccc(Cl)cc2)nc2ccccc21,O=C(Cn1c(COc2ccccc2)nc2ccccc21)NCc1ccccc1,-3.43878014204707,0.21997549019607843,0.23076923076923078,0.2916666666666667,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0CBFB91815ED,70274,CN(Cc1sc2ccccc2c1NCc1cccc(C[NH+](C)C)c1)C(=O)[C@@H](O)c1ccccc1,O=C(Cc1ccccc1)NCc1sc2ccccc2c1NCc1ccccc1,-4.4755885529581,0.6151960784313726,0.20689655172413793,0.22077922077922077,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0CC0B448CED2,38179,c1ccc(-n2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3cccnc3)n2)cc1,c1ccc(-n2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3cccnc3)n2)cc1,-4.12199800493643,0.46262254901960786,0.1951219512195122,0.39705882352941174,WSA294,FPTVNOKSIHPUTA-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0CD00DCFE488,46273,CC(C)N(C)Cc1cccc(CNC(=O)Cn2c(COc3ccc(Cl)cc3)nc3ccccc32)c1,O=C(Cn1c(COc2ccccc2)nc2ccccc21)NCc1ccccc1,-0.727471403035266,0.005514705882352922,0.27586206896551724,0.29069767441860467,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0CE67B896AED,99842,CNc1cccc(CNC(=O)c2cnc3ccc(F)cc3c2N(C)c2ccccc2F)c1,O=C(NCc1ccccc1)c1cnc2ccccc2c1Nc1ccccc1,-4.50629604942923,0.6317401960784313,0.22988505747126436,0.22988505747126436,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0D57BDDB1211,69729,CN(C)Cc1cccc(CNc2c(NC(=O)[C@@H](F)c3ccc(Cl)cc3)c[nH+]c3ccccc23)c1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,-2.14571084498983,0.08578431372549022,0.2073170731707317,0.25316455696202533,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0D83F5E9F976,52769,CC[N@@H+](C)Cc1cccc(CNc2nc(NCc3ccccc3C#N)c3ccccc3[nH+]2)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-3.48376880382318,0.22977941176470584,0.1978021978021978,0.2597402597402597,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0D8C52C362EE,73825,C#CCN(Cc1ccccc1)C(=O)c1cc(NCc2cccc(C[NH+](C)C)c2)c(Cl)s1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,-2.43691677875083,0.11274509803921573,0.18181818181818182,0.23684210526315788,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0DE7571C9DAC,43267,Cc1c(Cl)cccc1OCc1ccc(C[NH2+]Cc2ccccc2NCCO)o1,c1ccc(C[NH2+]Cc2ccc(COc3ccccc3)o2)cc1,-4.60852371036615,0.6813725490196079,0.1686746987951807,0.20270270270270271,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0E6472D072C2,1473,C[NH+](C)[C@H](CNc1nc(C(C)(C)c2ccccc2)nc2ccccc12)c1ccc(O)cc1,c1ccc(CCNc2nc(Cc3ccccc3)nc3ccccc23)cc1,-3.87174706925944,0.36274509803921573,0.22077922077922077,0.22666666666666666,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0E76F39BB090,32387,C[NH+](C)Cc1cccc(CNc2nc3ccccc3nc2NCc2ccccc2N)c1,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-4.91384379869376,0.7916666666666666,0.25,0.36666666666666664,Ward2024 compound 6,LKLACXNGVWXYAW-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0E779CFB9E8D,92771,C[NH+](C)Cc1ccc(C(=O)Nc2ccc([C@@H](C#N)c3ccccc3)c(-c3ccc(C[NH3+])cc3)c2)cc1,O=C(Nc1ccc(Cc2ccccc2)c(-c2ccccc2)c1)c1ccccc1,-4.64095293720157,0.6936274509803921,0.21428571428571427,0.24358974358974358,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0EB7A7111FDE,80385,CN(Cc1sc2ccccc2c1NCc1ccc(NCCO)cc1)C(=O)c1cc(F)ccc1F,O=C(NCc1sc2ccccc2c1NCc1ccccc1)c1ccccc1,-2.77832980422911,0.13725490196078427,0.2073170731707317,0.2073170731707317,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0F3A12BD04AB,91361,CC(=O)c1ccc(CC(=O)Nc2c[nH+]c3ccccc3c2NCc2ccc(NCCO)cc2)c(F)c1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,-6.07159898960278,0.977328431372549,0.25301204819277107,0.2804878048780488,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0F469DA925F8,70337,C#Cc1ccc(C(=O)Nc2c(NCc3cccc(C[NH+](C)C)c3)cnc3ccccc23)cc1,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1,-3.94088849150865,0.39399509803921573,0.21978021978021978,0.2597402597402597,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0F46F3379ABF,71235,C[NH+](C)Cc1cccc(CNc2cc3ccccc3nc2NC(=O)Cc2cccc(C#N)c2)c1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1,-3.90607429563462,0.375,0.3037974683544304,0.35714285714285715,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0F4AF3905209,96993,C[NH+](C)Cc1cccc(Cn2c(-c3cccc(Br)c3)nc3cccc(F)c3c2=O)c1,O=c1c2ccccc2nc(-c2ccccc2)n1Cc1ccccc1,-3.52113327150541,0.24019607843137258,0.19540229885057472,0.2602739726027397,WSA257,NLTZNXHLSWPGMA-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0F6915EAEEA3,79267,C[C@H]([NH2+]Cc1ccc(C[NH+](C)C)cc1)c1cn(Cc2cccc(C(F)(F)F)c2)nn1,c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nn2)cc1,-5.92798196044923,0.9718137254901961,0.17708333333333334,0.28169014084507044,WSA297,GXYVJEJKTGYEDL-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0F755B78CCFB,95490,C[NH+](C)Cc1ccc(C(=O)Nc2ncc(NCc3ccc(NCCO)cc3)c3ccccc23)cc1,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1,-4.35514726578573,0.5588235294117647,0.225,0.2702702702702703,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0F900EB338B9,82082,CN(CC(=O)Nc1c(Nc2ccc(NCCO)cc2)cnc2ccccc12)c1ccccc1,O=C(CNc1ccccc1)Nc1c(Nc2ccccc2)cnc2ccccc12,-5.14238362081274,0.8633578431372549,0.24050632911392406,0.24050632911392406,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0FD0361A2408,93698,C[NH+](C)Cc1cccc(CNc2cc(F)cnc2NC(=O)C(F)(F)c2ccccc2)c1,O=C(Cc1ccccc1)Nc1ncccc1NCc1ccccc1,-4.34741831969368,0.553921568627451,0.21428571428571427,0.25333333333333335,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0FDC7A3FF1CA,47107,CC[NH+](CC)Cc1ccccc1C[NH2+]Cc1cn(CCC#N)nc1-c1ccc(Cl)cc1,c1ccc(C[NH2+]Cc2c[nH]nc2-c2ccccc2)cc1,-5.88013714765497,0.96875,0.15306122448979592,0.23076923076923078,WSA297,GXYVJEJKTGYEDL-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-103E90EA5971,80961,C[C@H](c1ccc(Cl)cc1)N(C)C(=O)c1cc(NCc2cccc(C[NH+](C)C)c2)cs1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,-4.4936951823295,0.6237745098039216,0.2,0.21052631578947367,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-106685DD3ACA,70754,C[NH+](C)Cc1ccc(CNc2cnc3ccccc3c2NC(=O)c2cccc(F)c2F)cc1,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1,-4.01924083094669,0.42647058823529416,0.2261904761904762,0.323943661971831,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-10900B51E20F,58209,CC[NH+](CC)Cc1ccccc1C[NH2+]Cc1csc(N(C(C)=O)c2ccc(C)cc2)n1,c1ccc(C[NH2+]Cc2csc(Nc3ccccc3)n2)cc1,-4.99358231560657,0.8204656862745098,0.19047619047619047,0.28169014084507044,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-109B405B023F,43907,CC(C)Oc1ccc(CN2CC(=O)Nc3ccccc3[C@@H]2c2ccccc2)c(Cl)c1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,-1.38503096339242,0.02573529411764708,0.1956521739130435,0.1956521739130435,WSA296,HCBCVTVDQQQYPH-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-10A4E2B2EADA,92833,C[NH+](C)Cc1ccc(C(=O)Nc2nccc(Nc3ccccc3N)c2C(=O)c2ccccc2)cc1,O=C(Nc1nccc(Nc2ccccc2)c1C(=O)c1ccccc1)c1ccccc1,-4.57477617344155,0.6660539215686274,0.19753086419753085,0.24324324324324326,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-11489B74AE1C,69539,C[NH+](C)Cc1cccc(CNc2c(NC(=O)[C@](C)(O)c3ccccc3)c[nH+]c3ccccc23)c1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,-5.03834344879853,0.835171568627451,0.18823529411764706,0.26666666666666666,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
