compound_id,compound_code,canonical_smiles,scaffold,historical_HTVS_score,docking_rank_utility,reference_similarity,parent_reference_similarity,reference_compound,reference_key,reference_doi,source_file
ATP-HTVS-3A7288617524,95746,C[NH+](C)Cc1ccccc1C(=O)Nc1cnc2ccccc2c1-c1cc(Cl)nc(Cl)c1,O=C(Nc1cnc2ccccc2c1-c1ccncc1)c1ccccc1,-4.18835185540106,0.4852941176470589,0.24675324675324675,0.2638888888888889,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3A96A568DDAE,89089,N[C@H](C#Cc1cnc2ccccc2c1NC(=O)c1ccc(C(F)(F)F)cc1)Cc1cccc(F)c1,O=C(Nc1c(C#CCCc2ccccc2)cnc2ccccc12)c1ccccc1,-2.87247311627957,0.14460784313725494,0.23595505617977527,0.2111111111111111,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3AF3BD852D4F,90753,N#C[C@@H](Cc1ccccc1)Nc1cc2ccccc2nc1NC(=O)[C@H](Cl)c1ccccc1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1NCCc1ccccc1,-4.60081449875776,0.6770833333333333,0.30666666666666664,0.2894736842105263,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3B1236037689,83073,C[NH+](C)Cc1ccc(C(=O)Nc2c[nH+]c3ccccc3c2NCC(=O)c2ccc(Cl)cc2)cc1,O=C(CNc1c(NC(=O)c2ccccc2)c[nH+]c2ccccc12)c1ccccc1,-5.21467093159992,0.8799019607843137,0.17857142857142858,0.2702702702702703,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3B2E01AF7BF8,38881,Cc1ccc(OCc2nc(C[N@H+](C)Cc3ccc(C[NH+](C)C)cc3)cs2)cc1,c1ccc(C[NH2+]Cc2csc(COc3ccccc3)n2)cc1,-5.55679982869003,0.9301470588235294,0.16666666666666666,0.24242424242424243,WSA296,HCBCVTVDQQQYPH-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3B360A484FEF,85474,C[C@@H](C#N)N(C(=O)c1[nH]c2ccccc2c1NC[C@H](c1ccccc1Cl)[NH+](C)C)c1ccccc1,O=C(Nc1ccccc1)c1[nH]c2ccccc2c1NCCc1ccccc1,-3.60133061218091,0.2598039215686274,0.18947368421052632,0.1978021978021978,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3B3954EE8C13,84897,[NH3+][C@@H](C#Cc1cnc2ccccc2c1NC(=O)C#Cc1cccc(F)c1)Cc1cccc(F)c1,O=C(C#Cc1ccccc1)Nc1c(C#CCCc2ccccc2)cnc2ccccc12,-6.32225078624524,0.9938725490196079,0.22826086956521738,0.22093023255813954,compound 19 (Steed 2022),DHQKBEDPXLHXAJ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3B500C8F5D3A,77442,C#CCCNC(=O)c1cccc(CN2CC(=O)Nc3ccccc3[C@@H]2c2ccccc2)c1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,-3.3589120722721,0.20833333333333337,0.17894736842105263,0.17894736842105263,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3B52AE15A314,74081,O=C1CN(Cc2cccc(C(=O)NCCF)c2)[C@H](c2ccccc2)c2ccccc2N1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,-3.91827207669053,0.38112745098039214,0.18478260869565216,0.18478260869565216,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3B591F4F1DA1,4259,C[NH+](C)[C@@H](CNc1cc(-c2ccccc2F)[nH+]c2ccccc12)c1ccc(O)cc1,c1ccc(CCNc2cc(-c3ccccc3)[nH+]c3ccccc23)cc1,-5.37618783153956,0.9074754901960784,0.2073170731707317,0.25,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3B615F85BA41,73953,CC(=O)c1cccc(C(=O)Nc2ncc(NCc3ccc(C[NH+](C)C)cc3)c3ccccc23)c1,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1,-4.78799657709764,0.7536764705882353,0.20481927710843373,0.29577464788732394,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3B760C3B8D5C,71811,COc1ccccc1C(=O)Nc1c[nH+]c2ccccc2c1NCc1ccc(C[NH+](C)C)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-5.14442994870982,0.8651960784313726,0.2222222222222222,0.3055555555555556,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3B9AE635146A,63874,Cc1cc(N)ccc1CNc1nc2ccccc2nc1NCc1ccccc1C[NH+](C)C,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-4.26933921246392,0.5202205882352942,0.23076923076923078,0.3225806451612903,Ward2024 compound 5,BMTCMYDFINDWQK-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3BC1681A99C2,35363,CCNc1ccc(C[NH2+]Cc2csc(N(C(C)=O)c3ccccc3)n2)cc1,c1ccc(C[NH2+]Cc2csc(Nc3ccccc3)n2)cc1,-5.51048708846831,0.9252450980392157,0.23684210526315788,0.29850746268656714,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3BCB6D34D9FC,82627,CNc1cccc(CNc2cc(C(=O)N(C)Cc3ccccc3)sc2Cl)c1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,-3.77091312601177,0.32352941176470584,0.2222222222222222,0.23076923076923078,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3BEA167C6DE4,61442,C[NH+](C)Cc1ccc(C[N@@H+](C)Cc2cn(CCC#N)nc2-c2ccccc2Br)cc1,c1ccc(C[NH2+]Cc2c[nH]nc2-c2ccccc2)cc1,-5.22632509337337,0.8829656862745098,0.16470588235294117,0.2608695652173913,WSA257,NLTZNXHLSWPGMA-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3BFEB00B17A1,96386,C#Cc1ccc(C[C@@H](Nc2c(NC(=O)Cc3ccccc3)c[nH+]c3ccccc23)C(=O)[O-])cc1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCCc1ccccc1,-3.05692705921609,0.164828431372549,0.21348314606741572,0.2625,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3C30D082388E,37539,OCCNc1ccccc1C[NH2+]Cc1c(-c2ccccc2)nc2ccccn12,c1ccc(C[NH2+]Cc2c(-c3ccccc3)nc3ccccn23)cc1,-3.87803402041954,0.36397058823529416,0.2191780821917808,0.2753623188405797,Ward2024 compound 17,UYSBYFPUEOTVDZ-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3C5237794D05,44097,C[NH+](C)Cc1ccc(Br)cc1NC(=O)c1cc(-c2cccnc2)nc2ccccc12,O=C(Nc1ccccc1)c1cc(-c2cccnc2)nc2ccccc12,-5.07722467557056,0.8455882352941176,0.2345679012345679,0.24675324675324675,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3D55EC2CCC26,92001,Cc1nc(F)cc(C(=O)NCc2cccc(C[NH+](C)C)c2)c1N(CC#N)c1ccccc1,O=C(NCc1ccccc1)c1ccncc1Nc1ccccc1,-4.96741474429546,0.8131127450980392,0.2235294117647059,0.28,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3D580430A1F8,89410,CCN(c1c[nH+]c2ccccc2c1NC(=O)c1ccc(OCC[NH+](C)C)cc1)[C@@H](C#N)c1ccccc1,O=C(Nc1c(NCc2ccccc2)c[nH+]c2ccccc12)c1ccccc1,-4.03828325377154,0.43443627450980393,0.16831683168316833,0.23255813953488372,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3D9456613EE7,71427,C[NH+](C)Cc1ccc(CNc2c(NC(=O)[C@H](C#N)Cc3ccccc3)c[nH+]c3ccccc23)cc1,O=C(CCc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,-4.92433878231059,0.7971813725490196,0.19101123595505617,0.2972972972972973,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3DA95123E47A,56993,C[NH+]1CCN(c2ccc(CNCc3oc4ccc(F)cc4c3-c3ccccc3)cc2)CC1,c1ccc(-c2c(CNCc3ccc(N4CC[NH2+]CC4)cc3)oc3ccccc23)cc1,-2.79904934128025,0.14031862745098034,0.3375,0.34615384615384615,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3DABA9A3BF24,35619,CN(C)Cc1ccc(CNc2nc(N[C@@H](C[S@@](C)=O)c3ccccc3)c3ccccc3[nH+]2)cc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-2.86234116642759,0.14399509803921573,0.2916666666666667,0.34328358208955223,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3DB1B8B928B3,68034,COc1cc(CN[C@@H](C[NH+](C)C)c2ccc(F)cc2)cc(O)c1OCc1ccccc1,c1ccc(CNCc2ccc(OCc3ccccc3)cc2)cc1,-5.01712861315892,0.8302696078431373,0.2948717948717949,0.27848101265822783,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3DDAC51E87DA,72514,CN(Cc1sc2ccccc2c1NCc1ccc(NCCO)cc1)C(=O)Cc1ccccc1,O=C(Cc1ccccc1)NCc1sc2ccccc2c1NCc1ccccc1,-4.00842325765357,0.42218137254901966,0.23076923076923078,0.23076923076923078,Ward2024 compound 6,LKLACXNGVWXYAW-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3E3A2065ACC9,14370,Cc1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1O,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccccc2)cc1,-4.76204452470596,0.7426470588235294,0.2911392405063291,0.3783783783783784,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3E4E6B1035DE,50531,Cc1cccc(C[C@H](C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)C(=O)[O-])c1,c1ccc(CCC[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)cc1,-4.25094305295474,0.5110294117647058,0.27848101265822783,0.3157894736842105,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3E51FD2FD256,56033,C[NH+](C)Cc1cc(F)ccc1C[NH2+]Cc1ccc(Oc2ccc(Br)cc2)nc1,c1ccc(C[NH2+]Cc2ccc(Oc3ccccc3)nc2)cc1,-4.99026263354057,0.8186274509803921,0.19767441860465115,0.31343283582089554,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3E71027F124F,67650,CN(CCC#N)c1ccc(C[NH2+]Cc2cn(C)nc2OCc2ccccc2)cc1,c1ccc(C[NH2+]Cc2c[nH]nc2OCc2ccccc2)cc1,-6.04277285789881,0.9761029411764706,0.2625,0.3333333333333333,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3E71DFC624D6,82465,C[NH+](C)Cc1cccc(CNc2c(NC(=O)CCc3ccc4c(c3)OCO4)c[nH+]c3ccccc23)c1,O=C(CCc1ccc2c(c1)OCO2)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,-5.69093713493627,0.9485294117647058,0.18478260869565216,0.2716049382716049,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3EAEA7611BE9,52738,Cc1ccc(CCNCc2nc3ccccc3n2Cc2ccccc2)cc1C#N,c1ccc(CCNCc2nc3ccccc3n2Cc2ccccc2)cc1,-2.48516848408361,0.12009803921568629,0.2876712328767123,0.2876712328767123,Ward2024 compound 8,APMKTVCBYUVFFM-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3ED7BF8E1128,59586,Cc1cc(F)c(C[NH2+]C[C@H]2c3ccccc3C(=O)N2Cc2ccccc2)c(Br)c1,O=C1c2ccccc2C(C[NH2+]Cc2ccccc2)N1Cc1ccccc1,-5.58421481194661,0.9338235294117647,0.18181818181818182,0.23076923076923078,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3F61FE181838,65473,Cc1cccc(-c2nn(Cc3ccccc3)cc2CNC[C@H](c2cccnc2)[NH+]2CCCC2)c1,c1ccc(Cn2cc(CNCC(c3cccnc3)[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,-3.18080804827734,0.17524509803921573,0.35802469135802467,0.3974358974358974,WSA294,FPTVNOKSIHPUTA-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3F7C0C4A7C85,44483,C[C@@H](Nc1nc2ccccc2nc1NCc1cccc(C[NH+](C)C)c1)c1ccc(C#N)cc1,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-4.51870913472249,0.6384803921568627,0.24050632911392406,0.3,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-3FE2C8D8A747,85473,C[C@@H](C#N)N(C(=O)c1[nH]c2ccccc2c1NC[C@@H](c1ccc(Cl)cc1)[NH+](C)C)c1ccccc1,O=C(Nc1ccccc1)c1[nH]c2ccccc2c1NCCc1ccccc1,-3.83062090527101,0.34681372549019607,0.18947368421052632,0.1956521739130435,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-3FE3F52D89A6,78210,O=C(Nc1ncc(NCc2ccc(NCCO)cc2)c2ccccc12)c1cccc([S-])c1,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1,-2.78535707475528,0.1384803921568627,0.2222222222222222,0.2222222222222222,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-3FEB13A0176D,79265,N#C[C@H](N[C@@H](C#CC[NH2+]Cc1ccccc1)c1cc2ccccc2s1)c1ccccc1,C(#CC(NCc1ccccc1)c1cc2ccccc2s1)C[NH2+]Cc1ccccc1,-6.10497051782088,0.9810049019607843,0.18292682926829268,0.23076923076923078,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-4019997F6E4F,28866,C[NH+](C)Cc1ccc(CCNc2nc(NCCOc3cccc(C#N)c3)c3ccccc3[nH+]2)cc1,c1ccc(CCNc2nc(NCCOc3ccccc3)c3ccccc3[nH+]2)cc1,-4.36889418856391,0.5661764705882353,0.19791666666666666,0.2857142857142857,WSA278,JWHCVPMRQDOIHA-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-403847D949CB,95233,CN(C(=O)c1ccc(Br)cc1)c1cc(NCc2cccc(C[NH+](C)C)c2)ccn1,O=C(Nc1cc(NCc2ccccc2)ccn1)c1ccccc1,-4.87086214172474,0.7769607843137255,0.20481927710843373,0.2328767123287671,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-4042CFA848C2,91587,C[C@H](NC(=O)c1cc(NCc2ccc(CN(C)C)cc2)c(Cl)s1)c1ccc(Cl)cc1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,-1.47067840689923,0.031862745098039214,0.25,0.25,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-404DE520584C,71713,C[NH+](C)Cc1cccc(CNc2c(NC(=O)c3cccc(F)c3Cl)c[nH+]c3ccccc23)c1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-4.78069389832173,0.7512254901960784,0.17582417582417584,0.2692307692307692,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-40806E2DA49D,71074,C[NH+](C)Cc1ccc(Nc2cnc(NC(=O)c3ccccc3)c3ccccc23)cc1,O=C(Nc1ncc(Nc2ccccc2)c2ccccc12)c1ccccc1,-3.48778814053638,0.23161764705882348,0.2328767123287671,0.2835820895522388,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-40CB5FD4F4D8,94114,C[NH+](C)Cc1cccc(CNc2ccc(NC(=O)c3ccc(F)cc3)nc2F)c1,O=C(Nc1ccc(NCc2ccccc2)cn1)c1ccccc1,-4.82706740620175,0.7628676470588236,0.2073170731707317,0.2676056338028169,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-40E764CABCB1,58370,O=C1c2ccccc2N[C@@H](c2ccc(Cl)cc2)N1Cc1ccccc1,O=C1c2ccccc2NC(c2ccccc2)N1Cc1ccccc1,-4.26714661104976,0.5189950980392157,0.2028985507246377,0.18421052631578946,WSA249,YEMLSUARMQTHJO-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-410A75CF1522,26210,C[NH+](C)Cc1ccc(CCNc2nc(NCc3ccc(CO)cc3)[nH+]c3ccccc23)cc1,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1,-4.92172580803418,0.7959558823529411,0.24,0.36507936507936506,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-41202D3CA1C8,23139,Cc1ccc(OCc2nc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)cs2)cc1,c1ccc(C[NH2+]Cc2csc(COc3ccccc3)n2)cc1,-5.44286236205763,0.9185049019607843,0.16091954022988506,0.3548387096774194,WSA296,HCBCVTVDQQQYPH-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-4128F66E5F96,34562,C[C@H](Nc1nc(NCc2cccc(CN(C)C)c2)c2ccccc2[nH+]1)c1cccc(F)c1F,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-1.59177629781537,0.041053921568627416,0.2631578947368421,0.3194444444444444,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-418CD17BC8B0,70595,CN(C)Cc1cccc(CNc2cc3ccccc3nc2NC(=O)c2ccccc2[S-])c1,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1,-2.01145088281975,0.07843137254901966,0.34782608695652173,0.34782608695652173,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-41A031E7C6D2,27299,C[C@H](Nc1nc(NCc2cccc(C[NH+](C)C)c2)c2ccccc2[nH+]1)c1ccccc1F,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-4.44995463980795,0.6017156862745099,0.18888888888888888,0.30985915492957744,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-41C13ED6AFFD,83554,COc1ccc(Cn2cc([C@H](C)[NH2+]Cc3ccc(C[NH+](C)C)cc3)nn2)cc1,c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nn2)cc1,-5.73485067766242,0.9552696078431373,0.24691358024691357,0.3116883116883117,WSA296,HCBCVTVDQQQYPH-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-41DBD56D77D4,56386,Cc1ccc(CN2C(=O)c3ccccc3N[C@H]2c2cccc(I)c2)cc1,O=C1c2ccccc2NC(c2ccccc2)N1Cc1ccccc1,-3.30626984612687,0.19362745098039214,0.20253164556962025,0.2,WSA280,XQBWCRMKNUAPEC-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
