compound_id,historical_alias,SMILES,docking_score,mmgbsa_score,docking_features,quickprop_features,admet_features
ATP-HTVS-0125A5267C6C,70530,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)c3ccc(O)cc3)c3ccccc23)c1,-4.51418145101,unknown,"{""glide_ecoul"": -13.0576000213623, ""glide_eff_state_penalty"": 0.0631, ""glide_einternal"": 5.00525331497192, ""glide_emodel"": -58.5210689917541, ""glide_energy"": -43.096227645874, ""glide_evdw"": -30.0386276245117, ""glide_gscore"": -4.57728145101, ""glide_ligand_efficiency"": -0.141068170344062, ""glide_ligand_efficiency_ln"": -1.01084827882005, ""glide_ligand_efficiency_sa"": -0.447863523489396}","{""quickprop_accpthb"": 7.25, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0157009, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.143, ""quickprop_cns"": -1.0, ""quickprop_dip_2_v"": 0.0594844, ""quickprop_dipole"": 9.183, ""quickprop_donorhb"": 3.0, ""quickprop_ea_ev"": 0.866, ""quickprop_fisa"": 124.714, ""quickprop_fosa"": 209.081, ""quickprop_glob"": 0.7630709, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 7.665, ""quickprop_jm"": 0.0005484887682257, ""quickprop_metab"": 8.0, ""quickprop_mol_mw"": 426.517, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 32.0, ""quickprop_percenthumanoralabsorption"": 89.72, ""quickprop_pisa"": 465.991, ""quickprop_psa"": 82.835, ""quickprop_qplogbb"": -0.948, ""quickprop_qplogherg"": -8.314, ""quickprop_qplogkhsa"": 0.581, ""quickprop_qplogkp"": -3.471, ""quickprop_qplogpc16"": 16.469, ""quickprop_qplogpo_w"": 3.965, ""quickprop_qplogpoct"": 25.743, ""quickprop_qplogpw"": 15.432, ""quickprop_qplogs"": -5.42, ""quickprop_qppcaco"": 162.232, ""quickprop_qppmdck"": 76.645, ""quickprop_qppolrz"": 49.893, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 8.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 799.786, ""quickprop_stars"": 2.0, ""quickprop_volume"": 1417.623, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-0161AEC2E23E,48867,C[C@@H]([NH2+]Cc1ccccc1C[NH+](C)C)c1ccc(-c2ccccc2[N+](=O)[O-])s1,-4.83483869865031,unknown,"{""glide_ecoul"": -8.9683141708374, ""glide_eff_state_penalty"": 0.1638, ""glide_einternal"": 10.1964387893677, ""glide_emodel"": -58.5792915755031, ""glide_energy"": -43.1074438095093, ""glide_evdw"": -34.1391296386719, ""glide_gscore"": -4.99863869865031, ""glide_ligand_efficiency"": -0.172672810666082, ""glide_ligand_efficiency_ln"": -1.1160227286811, ""glide_ligand_efficiency_sa"": -0.524336352029001}","{""quickprop_accpthb"": 4.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0067262, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 2.0, ""quickprop_ciqplogs"": -4.381, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0396754, ""quickprop_dipole"": 7.024, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 1.281, ""quickprop_fisa"": 68.501, ""quickprop_fosa"": 280.522, ""quickprop_glob"": 0.8358933, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 17.0, ""quickprop_ip_ev"": 8.935, ""quickprop_jm"": 0.0012011790587909, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 395.518, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 28.0, ""quickprop_percenthumanoralabsorption"": 89.379, ""quickprop_pisa"": 297.349, ""quickprop_psa"": 56.809, ""quickprop_qplogbb"": 0.341, ""quickprop_qplogherg"": -7.058, ""quickprop_qplogkhsa"": 0.834, ""quickprop_qplogkp"": -5.188, ""quickprop_qplogpc16"": 12.729, ""quickprop_qplogpo_w"": 4.121, ""quickprop_qplogpoct"": 18.166, ""quickprop_qplogpw"": 8.179, ""quickprop_qplogs"": -3.33, ""quickprop_qppcaco"": 138.071, ""quickprop_qppmdck"": 94.789, ""quickprop_qppolrz"": 41.955, ""quickprop_ringatoms"": 17.0, ""quickprop_rotor"": 7.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 669.025, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1243.49, ""quickprop_wpsa"": 22.653}",{}
ATP-HTVS-017DA1C05B1D,98562,C[C@H]([NH2+]CC#Cc1cnc(NC(=O)Cc2ccccc2C#N)c2ccccc12)c1ccccc1,-4.47627817522789,unknown,"{""glide_ecoul"": -11.5678157806396, ""glide_eff_state_penalty"": 0.5686, ""glide_einternal"": 6.94728755950928, ""glide_emodel"": -59.9010911131155, ""glide_energy"": -43.3309326171875, ""glide_evdw"": -31.7631168365479, ""glide_gscore"": -5.04487817522789, ""glide_ligand_efficiency"": -0.131655240447879, ""glide_ligand_efficiency_ln"": -0.988935404257813, ""glide_ligand_efficiency_sa"": -0.426511870153629}","{""quickprop_accpthb"": 6.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0112624, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.864, ""quickprop_cns"": -2.0, ""quickprop_dip_2_v"": 0.0974431, ""quickprop_dipole"": 12.005, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 1.211, ""quickprop_fisa"": 128.164, ""quickprop_fosa"": 166.567, ""quickprop_glob"": 0.7691857, ""quickprop_humanoralabsorption"": 1.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.43, ""quickprop_jm"": 3.06254063894e-05, ""quickprop_metab"": 6.0, ""quickprop_mol_mw"": 444.535, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 94.465, ""quickprop_pisa"": 521.473, ""quickprop_psa"": 83.405, ""quickprop_qplogbb"": -1.025, ""quickprop_qplogherg"": -8.48, ""quickprop_qplogkhsa"": 0.91, ""quickprop_qplogkp"": -3.243, ""quickprop_qplogpc16"": 17.197, ""quickprop_qplogpo_w"": 4.876, ""quickprop_qplogpoct"": 25.351, ""quickprop_qplogpw"": 13.449, ""quickprop_qplogs"": -6.919, ""quickprop_qppcaco"": 150.461, ""quickprop_qppmdck"": 70.652, ""quickprop_qppolrz"": 52.241, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 816.204, ""quickprop_stars"": 2.0, ""quickprop_volume"": 1479.099, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-01DF3EF44742,99137,C[NH+](C)Cc1cccc(Nc2cnccc2C(=O)N(CCO)c2ccccc2)c1,-4.47878814702221,unknown,"{""glide_ecoul"": -8.72534942626953, ""glide_eff_state_penalty"": 0.0453, ""glide_einternal"": 5.44252252578735, ""glide_emodel"": -55.4649608836707, ""glide_energy"": -41.6894760131836, ""glide_evdw"": -32.9641265869141, ""glide_gscore"": -4.52408814702221, ""glide_ligand_efficiency"": -0.154440970586973, ""glide_ligand_efficiency_ln"": -1.02552891339996, ""glide_ligand_efficiency_sa"": -0.474491591977025}","{""quickprop_accpthb"": 7.7, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0118558, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -4.103, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0212553, ""quickprop_dipole"": 5.139, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.521, ""quickprop_fisa"": 119.978, ""quickprop_fosa"": 220.068, ""quickprop_glob"": 0.8605659, ""quickprop_humanoralabsorption"": 2.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 18.0, ""quickprop_ip_ev"": 8.272, ""quickprop_jm"": 0.144755551290403, ""quickprop_metab"": 9.0, ""quickprop_mol_mw"": 390.484, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 29.0, ""quickprop_percenthumanoralabsorption"": 84.18, ""quickprop_pisa"": 309.425, ""quickprop_psa"": 76.197, ""quickprop_qplogbb"": -0.66, ""quickprop_qplogherg"": -5.99, ""quickprop_qplogkhsa"": 0.112, ""quickprop_qplogkp"": -3.839, ""quickprop_qplogpc16"": 13.016, ""quickprop_qplogpo_w"": 2.882, ""quickprop_qplogpoct"": 19.407, ""quickprop_qplogpw"": 11.267, ""quickprop_qplogs"": -2.592, ""quickprop_qppcaco"": 179.905, ""quickprop_qppmdck"": 85.708, ""quickprop_qppolrz"": 40.744, ""quickprop_ringatoms"": 18.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 649.471, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1242.421, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-01E9987F6BBC,40801,O=C1CN(Cc2c(F)ccc(F)c2F)[C@@H](c2ccccc2)c2ccccc2N1,-1.40856773004933,unknown,"{""glide_ecoul"": -1.48345816135406, ""glide_eff_state_penalty"": 0.0088, ""glide_einternal"": 0.0931509733200073, ""glide_emodel"": -30.9108722522088, ""glide_energy"": -28.3950754404068, ""glide_evdw"": -26.9116172790527, ""glide_gscore"": -1.41736773004933, ""glide_ligand_efficiency"": -0.0503059903589045, ""glide_ligand_efficiency_ln"": -0.325138789441028, ""glide_ligand_efficiency_sa"": -0.152758615373459}","{""quickprop_accpthb"": 4.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0074063, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.09, ""quickprop_cns"": 2.0, ""quickprop_dip_2_v"": 0.0297986, ""quickprop_dipole"": 5.741, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.894, ""quickprop_fisa"": 61.347, ""quickprop_fosa"": 35.621, ""quickprop_glob"": 0.8513732, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 18.0, ""quickprop_ip_ev"": 9.495, ""quickprop_jm"": 0.0074406519543542, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 382.384, ""quickprop_nando"": 3.0, ""quickprop_noncon"": 2.0, ""quickprop_nonhatm"": 28.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 406.534, ""quickprop_psa"": 40.641, ""quickprop_qplogbb"": 0.533, ""quickprop_qplogherg"": -6.602, ""quickprop_qplogkhsa"": 0.677, ""quickprop_qplogkp"": -3.089, ""quickprop_qplogpc16"": 11.364, ""quickprop_qplogpo_w"": 4.271, ""quickprop_qplogpoct"": 18.319, ""quickprop_qplogpw"": 9.856, ""quickprop_qplogs"": -4.622, ""quickprop_qppcaco"": 647.207, ""quickprop_qppmdck"": 1271.164, ""quickprop_qppolrz"": 40.716, ""quickprop_ringatoms"": 23.0, ""quickprop_rotor"": 2.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 104.091, ""quickprop_sasa"": 607.594, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1106.249, ""quickprop_wpsa"": 104.091}",{}
ATP-HTVS-02393E0D1A46,72513,Cc1cccc([C@H](O)CNc2c(NC(=O)c3ccccc3)c[nH+]c3ccccc23)c1,-4.68860698749509,unknown,"{""glide_ecoul"": -8.81931591033936, ""glide_eff_state_penalty"": 0.0374, ""glide_einternal"": 9.12623500823975, ""glide_emodel"": -55.092002197439, ""glide_energy"": -43.129599571228, ""glide_evdw"": -34.3102836608887, ""glide_gscore"": -4.72600698749509, ""glide_ligand_efficiency"": -0.15628689958317, ""glide_ligand_efficiency_ln"": -1.06530259402372, ""glide_ligand_efficiency_sa"": -0.485619734089009}","{""quickprop_accpthb"": 6.2, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0152081, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 0.0, ""quickprop_ciqplogs"": -6.002, ""quickprop_cns"": -2.0, ""quickprop_dip_2_v"": 0.0502752, ""quickprop_dipole"": 8.05, ""quickprop_donorhb"": 3.0, ""quickprop_ea_ev"": 0.92, ""quickprop_fisa"": 115.615, ""quickprop_fosa"": 107.424, ""quickprop_glob"": 0.8111687, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.37, ""quickprop_jm"": 0.0624061258646347, ""quickprop_metab"": 6.0, ""quickprop_mol_mw"": 397.476, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 30.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 483.078, ""quickprop_psa"": 79.724, ""quickprop_qplogbb"": -1.03, ""quickprop_qplogherg"": -6.891, ""quickprop_qplogkhsa"": 0.509, ""quickprop_qplogkp"": -1.276, ""quickprop_qplogpc16"": 15.111, ""quickprop_qplogpo_w"": 4.225, ""quickprop_qplogpoct"": 23.732, ""quickprop_qplogpw"": 14.448, ""quickprop_qplogs"": -5.528, ""quickprop_qppcaco"": 793.45, ""quickprop_qppmdck"": 385.25, ""quickprop_qppolrz"": 45.548, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 7.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 706.117, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1288.944, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-02527EDCA73D,62593,O[C@@H](C[NH2+]Cc1nc2ccccc2n1Cc1ccc(Cl)cc1)c1cccc(Cl)c1,-5.15716390255472,unknown,"{""glide_ecoul"": -11.3032131195068, ""glide_eff_state_penalty"": 0.5923, ""glide_einternal"": 5.69697570800781, ""glide_emodel"": -66.1946803693274, ""glide_energy"": -44.8887348175049, ""glide_evdw"": -33.585521697998, ""glide_gscore"": -5.74946390255472, ""glide_ligand_efficiency"": -0.177833238019128, ""glide_ligand_efficiency_ln"": -1.18085975929198, ""glide_ligand_efficiency_sa"": -0.546360048719111}","{""quickprop_accpthb"": 4.7, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0107459, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.128, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0025597, ""quickprop_dipole"": 1.754, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.292, ""quickprop_fisa"": 74.985, ""quickprop_fosa"": 103.555, ""quickprop_glob"": 0.8836091, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 21.0, ""quickprop_ip_ev"": 8.67, ""quickprop_jm"": 0.0725281445719692, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 426.344, ""quickprop_nando"": 4.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 29.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 326.253, ""quickprop_psa"": 48.6, ""quickprop_qplogbb"": 0.119, ""quickprop_qplogherg"": -5.697, ""quickprop_qplogkhsa"": 0.605, ""quickprop_qplogkp"": -3.047, ""quickprop_qplogpc16"": 13.524, ""quickprop_qplogpo_w"": 4.491, ""quickprop_qplogpoct"": 19.16, ""quickprop_qplogpw"": 9.771, ""quickprop_qplogs"": -3.723, ""quickprop_qppcaco"": 480.527, ""quickprop_qppmdck"": 1040.695, ""quickprop_qppolrz"": 39.906, ""quickprop_ringatoms"": 21.0, ""quickprop_rotor"": 8.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 618.542, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1201.426, ""quickprop_wpsa"": 113.749}",{}
ATP-HTVS-0258CCAE4910,3905,C[NH+](C)CCNc1ccc(CNC(=O)c2cn(-c3ccccc3)c(=O)c3ccccc23)cc1,-3.77278250253085,unknown,"{""glide_ecoul"": -5.09885740280151, ""glide_eff_state_penalty"": 0.0, ""glide_einternal"": 1.23016321659088, ""glide_emodel"": -50.5591658454155, ""glide_energy"": -38.8601069450378, ""glide_evdw"": -33.7612495422363, ""glide_gscore"": -3.77278250253085, ""glide_ligand_efficiency"": -0.114326742500935, ""glide_ligand_efficiency_ln"": -0.839047294140523, ""glide_ligand_efficiency_sa"": -0.366706950980944}","{""quickprop_accpthb"": 8.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0145068, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.014, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0290388, ""quickprop_dipole"": 6.534, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.632, ""quickprop_fisa"": 83.887, ""quickprop_fosa"": 257.146, ""quickprop_glob"": 0.7546029, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.025, ""quickprop_jm"": 0.0014080260369994, ""quickprop_metab"": 4.0, ""quickprop_mol_mw"": 440.544, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 33.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 487.599, ""quickprop_psa"": 78.696, ""quickprop_qplogbb"": -0.442, ""quickprop_qplogherg"": -8.554, ""quickprop_qplogkhsa"": 0.575, ""quickprop_qplogkp"": -2.738, ""quickprop_qplogpc16"": 16.669, ""quickprop_qplogpo_w"": 4.254, ""quickprop_qplogpoct"": 25.416, ""quickprop_qplogpw"": 15.358, ""quickprop_qplogs"": -5.757, ""quickprop_qppcaco"": 395.638, ""quickprop_qppmdck"": 200.889, ""quickprop_qppolrz"": 52.845, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 7.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 828.632, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1470.186, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-027CB3113620,20194,CC[C@H](c1ccccc1)N(C)C(=O)c1nn2ccccc2c1C(=O)NCc1ccc(CN(C)C)cc1,-2.49226291162582,unknown,"{""glide_ecoul"": -1.8457772731781, ""glide_eff_state_penalty"": 1.5475, ""glide_einternal"": 4.22314929962158, ""glide_emodel"": -48.8819427274015, ""glide_energy"": -40.2608697414398, ""glide_evdw"": -38.4150924682617, ""glide_gscore"": -4.03976291162583, ""glide_ligand_efficiency"": -0.0692295253229396, ""glide_ligand_efficiency_ln"": -0.543744434154189, ""glide_ligand_efficiency_sa"": -0.228590855818802}","{""quickprop_accpthb"": 8.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0104879, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.837, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0675452, ""quickprop_dipole"": 10.245, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.941, ""quickprop_fisa"": 61.173, ""quickprop_fosa"": 360.753, ""quickprop_glob"": 0.8005545, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 21.0, ""quickprop_ip_ev"": 9.017, ""quickprop_jm"": 0.0132109340680096, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 483.612, ""quickprop_nando"": 7.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 36.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 388.53, ""quickprop_psa"": 75.467, ""quickprop_qplogbb"": -0.217, ""quickprop_qplogherg"": -7.338, ""quickprop_qplogkhsa"": 0.743, ""quickprop_qplogkp"": -2.477, ""quickprop_qplogpc16"": 16.044, ""quickprop_qplogpo_w"": 4.963, ""quickprop_qplogpoct"": 24.813, ""quickprop_qplogpw"": 12.58, ""quickprop_qplogs"": -5.087, ""quickprop_qppcaco"": 649.675, ""quickprop_qppmdck"": 343.381, ""quickprop_qppolrz"": 53.966, ""quickprop_ringatoms"": 21.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 810.456, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1553.935, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-0282D10141FD,57825,Cc1cccc(O)c1C[NH2+]Cc1cn(-c2ccccc2)nc1-c1ccncc1,-4.7455117172325,unknown,"{""glide_ecoul"": -11.7757472991943, ""glide_eff_state_penalty"": 0.0801, ""glide_einternal"": 1.6054060459137, ""glide_emodel"": -59.8543821490941, ""glide_energy"": -41.3879108428955, ""glide_evdw"": -29.6121635437012, ""glide_gscore"": -4.8256117172325, ""glide_ligand_efficiency"": -0.169482561329732, ""glide_ligand_efficiency_ln"": -1.09540343861573, ""glide_ligand_efficiency_sa"": -0.514648876087467}","{""quickprop_accpthb"": 4.75, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0100124, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.1, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0254579, ""quickprop_dipole"": 5.548, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.624, ""quickprop_fisa"": 79.752, ""quickprop_fosa"": 91.756, ""quickprop_glob"": 0.8181042, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 23.0, ""quickprop_ip_ev"": 8.897, ""quickprop_jm"": 0.0140581847394858, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 370.453, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 28.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 499.414, ""quickprop_psa"": 60.251, ""quickprop_qplogbb"": -0.134, ""quickprop_qplogherg"": -7.583, ""quickprop_qplogkhsa"": 0.71, ""quickprop_qplogkp"": -2.813, ""quickprop_qplogpc16"": 13.992, ""quickprop_qplogpo_w"": 4.22, ""quickprop_qplogpoct"": 20.459, ""quickprop_qplogpw"": 11.778, ""quickprop_qplogs"": -4.608, ""quickprop_qppcaco"": 433.023, ""quickprop_qppmdck"": 221.483, ""quickprop_qppolrz"": 43.794, ""quickprop_ringatoms"": 23.0, ""quickprop_rotor"": 5.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 670.922, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1209.131, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-028F2DC4E032,96994,C[NH+](C)Cc1ccc(Cn2c(-c3ccccc3Br)nc3cccc(F)c3c2=O)cc1,-4.69863757955225,unknown,"{""glide_ecoul"": -7.6751823425293, ""glide_eff_state_penalty"": 0.0425, ""glide_einternal"": 1.45822203159332, ""glide_emodel"": -55.6062228854202, ""glide_energy"": -39.9824905395508, ""glide_evdw"": -32.3073081970215, ""glide_gscore"": -4.74113757955225, ""glide_ligand_efficiency"": -0.156621252651742, ""glide_ligand_efficiency_ln"": -1.06758165383116, ""glide_ligand_efficiency_sa"": -0.486658646810963}","{""quickprop_accpthb"": 6.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.464, ""quickprop_cns"": 2.0, ""quickprop_dip_2_v"": 0.0303648, ""quickprop_dipole"": 6.279, ""quickprop_donorhb"": 0.0, ""quickprop_ea_ev"": 0.86, ""quickprop_fisa"": 35.883, ""quickprop_fosa"": 197.383, ""quickprop_glob"": 0.8110818, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 9.021, ""quickprop_jm"": 0.022026855366047, ""quickprop_metab"": 3.0, ""quickprop_mol_mw"": 466.352, ""quickprop_nando"": 4.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 30.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 381.239, ""quickprop_psa"": 43.256, ""quickprop_qplogbb"": 0.531, ""quickprop_qplogherg"": -7.133, ""quickprop_qplogkhsa"": 0.57, ""quickprop_qplogkp"": -2.42, ""quickprop_qplogpc16"": 13.419, ""quickprop_qplogpo_w"": 4.879, ""quickprop_qplogpoct"": 19.213, ""quickprop_qplogpw"": 9.105, ""quickprop_qplogs"": -4.905, ""quickprop_qppcaco"": 1128.549, ""quickprop_qppmdck"": 2071.87, ""quickprop_qppolrz"": 46.242, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 5.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 36.271, ""quickprop_sasa"": 709.679, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1298.5, ""quickprop_wpsa"": 95.174}",{}
