compound_id,historical_alias,SMILES,docking_score,mmgbsa_score,docking_features,quickprop_features,admet_features
ATP-HTVS-595807F16B2C,73795,CN(C(=O)c1sc(Cl)cc1NCc1cccc(C[NH+](C)C)c1)[C@@H](C#N)c1ccccc1,-4.50392406934781,unknown,"{""glide_ecoul"": -9.78647327423096, ""glide_eff_state_penalty"": 0.0431, ""glide_einternal"": 4.89613437652588, ""glide_emodel"": -59.6427478878978, ""glide_energy"": -43.8678216934204, ""glide_evdw"": -34.0813484191895, ""glide_gscore"": -4.54702406934781, ""glide_ligand_efficiency"": -0.145287873204768, ""glide_ligand_efficiency_ln"": -1.01577290633404, ""glide_ligand_efficiency_sa"": -0.456404513390123}","{""quickprop_accpthb"": 6.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 2.0, ""quickprop_ciqplogs"": -5.601, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0649924, ""quickprop_dipole"": 9.633, ""quickprop_donorhb"": 0.0, ""quickprop_ea_ev"": 0.694, ""quickprop_fisa"": 90.139, ""quickprop_fosa"": 264.996, ""quickprop_glob"": 0.7806991, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 17.0, ""quickprop_ip_ev"": 8.406, ""quickprop_jm"": 1.1426847991e-05, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 453.001, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 31.0, ""quickprop_percenthumanoralabsorption"": 88.302, ""quickprop_pisa"": 318.757, ""quickprop_psa"": 64.55, ""quickprop_qplogbb"": 0.106, ""quickprop_qplogherg"": -8.053, ""quickprop_qplogkhsa"": 0.642, ""quickprop_qplogkp"": -5.319, ""quickprop_qplogpc16"": 15.281, ""quickprop_qplogpo_w"": 4.564, ""quickprop_qplogpoct"": 20.677, ""quickprop_qplogpw"": 8.847, ""quickprop_qplogs"": -5.279, ""quickprop_qppcaco"": 86.082, ""quickprop_qppmdck"": 174.486, ""quickprop_qppolrz"": 48.246, ""quickprop_ringatoms"": 17.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 785.409, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1427.649, ""quickprop_wpsa"": 111.516}",{}
ATP-HTVS-5993E100A2C1,94626,C[NH+](C)Cc1ccccc1NCC(C)(C)C(=O)n1c(-c2ccccc2)cc(=O)c2ccccc21,-4.42551578845515,unknown,"{""glide_ecoul"": -8.55335330963135, ""glide_eff_state_penalty"": 0.0403, ""glide_einternal"": 17.8478527069092, ""glide_emodel"": -54.0016626074489, ""glide_energy"": -45.3325548171997, ""glide_evdw"": -36.7792015075684, ""glide_gscore"": -4.46581578845515, ""glide_ligand_efficiency"": -0.13016222907221, ""glide_ligand_efficiency_ln"": -0.977720569182993, ""glide_ligand_efficiency_sa"": -0.421675092887256}","{""quickprop_accpthb"": 7.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.729, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0084965, ""quickprop_dipole"": 3.436, ""quickprop_donorhb"": 0.0, ""quickprop_ea_ev"": 0.743, ""quickprop_fisa"": 73.905, ""quickprop_fosa"": 217.133, ""quickprop_glob"": 0.8594556, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.406, ""quickprop_jm"": 0.227202762183533, ""quickprop_metab"": 6.0, ""quickprop_mol_mw"": 453.583, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 409.669, ""quickprop_psa"": 56.272, ""quickprop_qplogbb"": -0.127, ""quickprop_qplogherg"": -6.486, ""quickprop_qplogkhsa"": 0.482, ""quickprop_qplogkp"": -2.829, ""quickprop_qplogpc16"": 14.45, ""quickprop_qplogpo_w"": 4.393, ""quickprop_qplogpoct"": 20.312, ""quickprop_qplogpw"": 10.046, ""quickprop_qplogs"": -3.471, ""quickprop_qppcaco"": 491.996, ""quickprop_qppmdck"": 254.259, ""quickprop_qppolrz"": 48.876, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 7.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 700.707, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1389.607, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-59B1C5906543,73635,C[NH+](C)Cc1ccc(CNc2ccsc2C(=O)N(CCO)c2ccccc2)cc1,-4.57317795157002,unknown,"{""glide_ecoul"": -10.2501821517944, ""glide_eff_state_penalty"": 0.0401, ""glide_einternal"": 15.8353805541992, ""glide_emodel"": -47.0474091345326, ""glide_energy"": -39.6643686294556, ""glide_evdw"": -29.4141864776611, ""glide_gscore"": -4.61327795157002, ""glide_ligand_efficiency"": -0.157695791433449, ""glide_ligand_efficiency_ln"": -1.04714178512249, ""glide_ligand_efficiency_sa"": -0.484491432817023}","{""quickprop_accpthb"": 6.7, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0096298, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 2.0, ""quickprop_ciqplogs"": -3.781, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0186663, ""quickprop_dipole"": 4.923, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.357, ""quickprop_fisa"": 100.855, ""quickprop_fosa"": 289.478, ""quickprop_glob"": 0.8273326, ""quickprop_humanoralabsorption"": 2.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 17.0, ""quickprop_ip_ev"": 8.31, ""quickprop_jm"": 0.0033053629724247, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 409.545, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 29.0, ""quickprop_percenthumanoralabsorption"": 79.178, ""quickprop_pisa"": 275.235, ""quickprop_psa"": 66.826, ""quickprop_qplogbb"": -0.15, ""quickprop_qplogherg"": -7.091, ""quickprop_qplogkhsa"": 0.404, ""quickprop_qplogkp"": -5.574, ""quickprop_qplogpc16"": 13.362, ""quickprop_qplogpo_w"": 3.317, ""quickprop_qplogpoct"": 19.137, ""quickprop_qplogpw"": 9.82, ""quickprop_qplogs"": -2.519, ""quickprop_qppcaco"": 68.122, ""quickprop_qppmdck"": 48.575, ""quickprop_qppolrz"": 42.022, ""quickprop_ringatoms"": 17.0, ""quickprop_rotor"": 10.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 695.758, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1298.555, ""quickprop_wpsa"": 30.19}",{}
ATP-HTVS-59B957CB7E9F,77507,CC[NH+](CC)Cc1cccc(CNc2c(CN(C)C(=O)c3cccc(O)c3)sc3ccccc23)c1,-3.81034889998009,unknown,"{""glide_ecoul"": -4.25718879699707, ""glide_eff_state_penalty"": 0.0175, ""glide_einternal"": 5.1036810874939, ""glide_emodel"": -53.5458408535165, ""glide_energy"": -43.4483661651611, ""glide_evdw"": -39.1911773681641, ""glide_gscore"": -3.82784889998009, ""glide_ligand_efficiency"": -0.108867111428003, ""glide_ligand_efficiency_ln"": -0.836456149683163, ""glide_ligand_efficiency_sa"": -0.356111540057653}","{""quickprop_accpthb"": 6.75, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0126529, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 2.0, ""quickprop_ciqplogs"": -5.529, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0217302, ""quickprop_dipole"": 5.665, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.616, ""quickprop_fisa"": 71.718, ""quickprop_fosa"": 316.067, ""quickprop_glob"": 0.8312226, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 21.0, ""quickprop_ip_ev"": 8.047, ""quickprop_jm"": 0.0037438656140409, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 487.659, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 35.0, ""quickprop_percenthumanoralabsorption"": 91.504, ""quickprop_pisa"": 330.545, ""quickprop_psa"": 58.495, ""quickprop_qplogbb"": 0.094, ""quickprop_qplogherg"": -7.292, ""quickprop_qplogkhsa"": 0.811, ""quickprop_qplogkp"": -4.746, ""quickprop_qplogpc16"": 15.384, ""quickprop_qplogpo_w"": 4.577, ""quickprop_qplogpoct"": 23.149, ""quickprop_qplogpw"": 11.435, ""quickprop_qplogs"": -3.369, ""quickprop_qppcaco"": 128.705, ""quickprop_qppmdck"": 104.117, ""quickprop_qppolrz"": 49.034, ""quickprop_ringatoms"": 21.0, ""quickprop_rotor"": 11.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 754.445, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1476.624, ""quickprop_wpsa"": 36.115}",{}
ATP-HTVS-59E59E09D09E,55489,CN(CC(=O)NCc1ccccc1)c1nc2ccccc2nc1NCc1cccc(C[NH+](C)C)c1,-3.6193170272175,unknown,"{""glide_ecoul"": -8.2073802947998, ""glide_eff_state_penalty"": 0.0441, ""glide_einternal"": 2.84163904190063, ""glide_emodel"": -58.5123129583285, ""glide_energy"": -45.555700302124, ""glide_evdw"": -37.3483200073242, ""glide_gscore"": -3.6634170272175, ""glide_ligand_efficiency"": -0.1034090579205, ""glide_ligand_efficiency_ln"": -0.794520413887788, ""glide_ligand_efficiency_sa"": -0.338257885131213}","{""quickprop_accpthb"": 7.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0136798, ""quickprop_amide"": 1.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.319, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0147218, ""quickprop_dipole"": 4.699, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 1.198, ""quickprop_fisa"": 53.001, ""quickprop_fosa"": 281.756, ""quickprop_glob"": 0.8172811, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.581, ""quickprop_jm"": 1.00814838700103, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 468.6, ""quickprop_nando"": 7.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 35.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 440.592, ""quickprop_psa"": 71.033, ""quickprop_qplogbb"": -0.17, ""quickprop_qplogherg"": -5.942, ""quickprop_qplogkhsa"": 0.443, ""quickprop_qplogkp"": -2.047, ""quickprop_qplogpc16"": 16.025, ""quickprop_qplogpo_w"": 4.431, ""quickprop_qplogpoct"": 24.262, ""quickprop_qplogpw"": 15.466, ""quickprop_qplogs"": -3.621, ""quickprop_qppcaco"": 427.204, ""quickprop_qppmdck"": 416.428, ""quickprop_qppolrz"": 51.658, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 10.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 32.608, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 775.349, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1499.876, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-5A1C186863E4,25313,C[NH+](C)Cc1ccc(CCNc2nc(N[C@@H](C[S@@](C)=O)c3ccccc3)c3ccccc3n2)cc1,-1.80644285330172,unknown,"{""glide_ecoul"": -3.87165427207947, ""glide_eff_state_penalty"": 1.8603, ""glide_einternal"": 4.01276540756226, ""glide_emodel"": -52.6561319337399, ""glide_energy"": -42.5416142940521, ""glide_evdw"": -38.6699600219727, ""glide_gscore"": -3.66674285330172, ""glide_ligand_efficiency"": -0.0516126529514777, ""glide_ligand_efficiency_ln"": -0.396554298138765, ""glide_ligand_efficiency_sa"": -0.168828410048953}","{""quickprop_accpthb"": 8.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0118064, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.186, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0122143, ""quickprop_dipole"": 4.164, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.718, ""quickprop_fisa"": 60.737, ""quickprop_fosa"": 310.876, ""quickprop_glob"": 0.9015246, ""quickprop_humanoralabsorption"": 2.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.17, ""quickprop_jm"": 45.3842926429433, ""quickprop_metab"": 6.0, ""quickprop_mol_mw"": 487.662, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 35.0, ""quickprop_percenthumanoralabsorption"": 77.704, ""quickprop_pisa"": 289.931, ""quickprop_psa"": 60.486, ""quickprop_qplogbb"": -0.16, ""quickprop_qplogherg"": -5.234, ""quickprop_qplogkhsa"": 0.46, ""quickprop_qplogkp"": -2.624, ""quickprop_qplogpc16"": 14.111, ""quickprop_qplogpo_w"": 4.338, ""quickprop_qplogpoct"": 21.344, ""quickprop_qplogpw"": 13.159, ""quickprop_qplogs"": -1.407, ""quickprop_qppcaco"": 26.112, ""quickprop_qppmdck"": 424.822, ""quickprop_qppolrz"": 46.366, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 11.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 677.6, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1419.644, ""quickprop_wpsa"": 16.057}",{}
ATP-HTVS-5A2EB4E9D835,63779,C[NH+](C)Cc1ccc(CNc2nc(NCC(=O)Nc3cccc(F)c3)[nH+]c3ccccc23)cc1,-5.66214009987454,unknown,"{""glide_ecoul"": -9.29618549346924, ""glide_eff_state_penalty"": 0.047, ""glide_einternal"": 12.7910242080688, ""glide_emodel"": -66.9305295650397, ""glide_energy"": -46.8104372024536, ""glide_evdw"": -37.5142517089844, ""glide_gscore"": -5.70914009987454, ""glide_ligand_efficiency"": -0.166533532349251, ""glide_ligand_efficiency_ln"": -1.25092556571258, ""glide_ligand_efficiency_sa"": -0.539503996072898}","{""quickprop_accpthb"": 6.75, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0132538, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.029, ""quickprop_cns"": 0.0, ""quickprop_dip_2_v"": 0.0177087, ""quickprop_dipole"": 5.019, ""quickprop_donorhb"": 2.25, ""quickprop_ea_ev"": 0.658, ""quickprop_fisa"": 85.898, ""quickprop_fosa"": 229.256, ""quickprop_glob"": 0.8008159, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.087, ""quickprop_jm"": 0.0067525046195256, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 458.537, ""quickprop_nando"": 7.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 421.401, ""quickprop_psa"": 82.294, ""quickprop_qplogbb"": -0.406, ""quickprop_qplogherg"": -7.491, ""quickprop_qplogkhsa"": 0.72, ""quickprop_qplogkp"": -2.817, ""quickprop_qplogpc16"": 15.38, ""quickprop_qplogpo_w"": 4.68, ""quickprop_qplogpoct"": 23.534, ""quickprop_qplogpw"": 12.977, ""quickprop_qplogs"": -5.015, ""quickprop_qppcaco"": 378.641, ""quickprop_qppmdck"": 270.589, ""quickprop_qppolrz"": 49.03, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 27.376, ""quickprop_sasa"": 763.93, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1422.762, ""quickprop_wpsa"": 27.376}",{}
ATP-HTVS-5A38D2E65B38,77890,C[NH+](C)Cc1ccc(C(=O)Nc2cnc3ccccc3c2C#CC(=O)c2ccccc2Cl)cc1,-4.37969883780927,unknown,"{""glide_ecoul"": -2.59638524055481, ""glide_eff_state_penalty"": 0.0522, ""glide_einternal"": 5.8484992980957, ""glide_emodel"": -54.462976241602, ""glide_energy"": -39.77716755867, ""glide_evdw"": -37.1807823181152, ""glide_gscore"": -4.43189883780927, ""glide_ligand_efficiency"": -0.128814671700273, ""glide_ligand_efficiency_ln"": -0.967598319663383, ""glide_ligand_efficiency_sa"": -0.41730953012736}","{""quickprop_accpthb"": 7.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0105319, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.99, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0404009, ""quickprop_dipole"": 7.465, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 1.492, ""quickprop_fisa"": 115.231, ""quickprop_fosa"": 150.777, ""quickprop_glob"": 0.841469, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.817, ""quickprop_jm"": 0.0057987020210499, ""quickprop_metab"": 3.0, ""quickprop_mol_mw"": 467.954, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 92.29, ""quickprop_pisa"": 399.471, ""quickprop_psa"": 81.146, ""quickprop_qplogbb"": -0.43, ""quickprop_qplogherg"": -6.728, ""quickprop_qplogkhsa"": 0.591, ""quickprop_qplogkp"": -3.627, ""quickprop_qplogpc16"": 15.155, ""quickprop_qplogpo_w"": 4.129, ""quickprop_qplogpoct"": 22.635, ""quickprop_qplogpw"": 12.258, ""quickprop_qplogs"": -4.28, ""quickprop_qppcaco"": 199.554, ""quickprop_qppmdck"": 172.663, ""quickprop_qppolrz"": 48.364, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 7.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 712.124, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1379.251, ""quickprop_wpsa"": 46.645}",{}
ATP-HTVS-5A3D1DB8098B,55105,C[NH+](C)Cc1cccc(CNc2nc(NC[C@@H](CO)c3cccc(F)c3)[nH+]c3ccccc23)c1,-4.2751000959887,unknown,"{""glide_ecoul"": -8.25080299377441, ""glide_eff_state_penalty"": 0.0639, ""glide_einternal"": 19.0102252960205, ""glide_emodel"": -55.2942034713343, ""glide_energy"": -44.3018627166748, ""glide_evdw"": -36.0510597229004, ""glide_gscore"": -4.3390000959887, ""glide_ligand_efficiency"": -0.125738238117315, ""glide_ligand_efficiency_ln"": -0.944489523699889, ""glide_ligand_efficiency_sa"": -0.407343079597878}","{""quickprop_accpthb"": 6.7, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0161308, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.997, ""quickprop_cns"": 0.0, ""quickprop_dip_2_v"": 0.0219408, ""quickprop_dipole"": 5.566, ""quickprop_donorhb"": 3.0, ""quickprop_ea_ev"": 0.468, ""quickprop_fisa"": 83.238, ""quickprop_fosa"": 237.848, ""quickprop_glob"": 0.8460884, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 7.857, ""quickprop_jm"": 0.0787156451414025, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 459.565, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 351.373, ""quickprop_psa"": 67.992, ""quickprop_qplogbb"": -0.361, ""quickprop_qplogherg"": -6.424, ""quickprop_qplogkhsa"": 0.603, ""quickprop_qplogkp"": -2.822, ""quickprop_qplogpc16"": 14.689, ""quickprop_qplogpo_w"": 4.548, ""quickprop_qplogpoct"": 23.923, ""quickprop_qplogpw"": 12.99, ""quickprop_qplogs"": -3.944, ""quickprop_qppcaco"": 401.286, ""quickprop_qppmdck"": 368.835, ""quickprop_qppolrz"": 46.648, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 11.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 46.955, ""quickprop_sasa"": 719.415, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1412.033, ""quickprop_wpsa"": 46.955}",{}
ATP-HTVS-5A74948D5858,90114,Cc1cccc(C[C@@H](Nc2nc(N)c(Cc3ccccc3)c3ccccc23)C(=O)[O-])c1,-3.57609795684587,unknown,"{""glide_ecoul"": -0.613198399543762, ""glide_eff_state_penalty"": 0.1464, ""glide_einternal"": 1.50475633144379, ""glide_emodel"": -40.3083821161133, ""glide_energy"": -32.8270808458328, ""glide_evdw"": -32.2138824462891, ""glide_gscore"": -3.72249795684587, ""glide_ligand_efficiency"": -0.115357998607931, ""glide_ligand_efficiency_ln"": -0.806519683509351, ""glide_ligand_efficiency_sa"": -0.362383384510742}","{""quickprop_accpthb"": 3.25, ""quickprop_acid"": 1.0, ""quickprop_acxdn_5_sa"": 0.0100165, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 0.0, ""quickprop_ciqplogs"": -7.303, ""quickprop_cns"": -2.0, ""quickprop_dip_2_v"": 0.0360908, ""quickprop_dipole"": 6.538, ""quickprop_donorhb"": 3.25, ""quickprop_ea_ev"": 0.808, ""quickprop_fisa"": 145.656, ""quickprop_fosa"": 110.746, ""quickprop_glob"": 0.9255835, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 7.87, ""quickprop_jm"": 0.219846680063901, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 411.502, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 31.0, ""quickprop_percenthumanoralabsorption"": 91.185, ""quickprop_pisa"": 328.535, ""quickprop_psa"": 88.926, ""quickprop_qplogbb"": -1.052, ""quickprop_qplogherg"": -2.495, ""quickprop_qplogkhsa"": 0.52, ""quickprop_qplogkp"": -2.279, ""quickprop_qplogpc16"": 13.509, ""quickprop_qplogpo_w"": 4.802, ""quickprop_qplogpoct"": 20.345, ""quickprop_qplogpw"": 10.549, ""quickprop_qplogs"": -3.994, ""quickprop_qppcaco"": 104.289, ""quickprop_qppmdck"": 54.654, ""quickprop_qppolrz"": 39.251, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 8.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 584.938, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1184.514, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-5AAA6558FE6F,81315,C[NH+](C)Cc1ccc(C(=O)Nc2nc3ccccc3cc2N[C@@H](C#N)Cc2ccccc2)cc1,-4.31511428369591,unknown,"{""glide_ecoul"": -2.9691789150238, ""glide_eff_state_penalty"": 0.0522, ""glide_einternal"": 9.92324066162109, ""glide_emodel"": -51.8140148659191, ""glide_energy"": -41.9139764308929, ""glide_evdw"": -38.9447975158691, ""glide_gscore"": -4.36731428369591, ""glide_ligand_efficiency"": -0.126915125991056, ""glide_ligand_efficiency_ln"": -0.95332978012436, ""glide_ligand_efficiency_sa"": -0.411155739437949}","{""quickprop_accpthb"": 8.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0133871, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.385, ""quickprop_cns"": 0.0, ""quickprop_dip_2_v"": 0.056113, ""quickprop_dipole"": 9.225, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.892, ""quickprop_fisa"": 118.879, ""quickprop_fosa"": 219.967, ""quickprop_glob"": 0.7553239, ""quickprop_humanoralabsorption"": 1.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.575, ""quickprop_jm"": 4.30135515032e-05, ""quickprop_metab"": 6.0, ""quickprop_mol_mw"": 449.554, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 94.015, ""quickprop_pisa"": 506.273, ""quickprop_psa"": 87.365, ""quickprop_qplogbb"": -0.97, ""quickprop_qplogherg"": -8.632, ""quickprop_qplogkhsa"": 0.709, ""quickprop_qplogkp"": -3.126, ""quickprop_qplogpc16"": 17.481, ""quickprop_qplogpo_w"": 4.53, ""quickprop_qplogpoct"": 25.933, ""quickprop_qplogpw"": 14.829, ""quickprop_qplogs"": -6.894, ""quickprop_qppcaco"": 184.277, ""quickprop_qppmdck"": 87.961, ""quickprop_qppolrz"": 53.59, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 845.119, ""quickprop_stars"": 2.0, ""quickprop_volume"": 1516.452, ""quickprop_wpsa"": 0.0}",{}
