compound_id,canonical_smiles,target,organism,activity_type,activity_value,unit,reference,source_level,confidence,task_type
WSA306,CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(OC)=C(F)C=C3C=C32)CC1,whole cell,Acinetobacter baumannii BAA 1605 (MDR),MIC,32,μg/mL,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,A,high,Antibacterial
WSA307,CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(F)=CC=C3C=C32)CC1,whole cell,Acinetobacter baumannii ATCC 17978,MIC,32,μg/mL,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,A,high,Antibacterial
WSA307,CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(F)=CC=C3C=C32)CC1,whole cell,Acinetobacter baumannii BAA 1605 (MDR),MIC,32,μg/mL,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,A,high,Antibacterial
WSA308,CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(F)=C(F)C=C3C=C32)CC1,whole cell,Acinetobacter baumannii ATCC 17978,MIC,32,μg/mL,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,A,high,Antibacterial
WSA308,CCN1CCC=NC(SCc2ccccc2)=C2CNCCC(C=CC(F)=C(F)C=C3C=C32)CC1,whole cell,Acinetobacter baumannii BAA 1605 (MDR),MIC,64,μg/mL,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,A,high,Antibacterial
WSA248,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCCN4C=C1,whole cell,Acinetobacter baumannii ATCC 17978,MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA248,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCCN4C=C1,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA248,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCCN4C=C1,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA249,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,F1Fo-ATP synthase (Fo a/c interface),Acinetobacter baumannii ATCC 17978 (inverted membrane vesicles),IC50 (ATP synthesis inhibition),0.31,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA249,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,F1Fo-ATP synthase (Fo a/c interface),Pseudomonas aeruginosa ATP synthase in E. coli DK8/pASH20 vesicles,IC50 (ATP synthesis inhibition),0.68,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA249,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,whole cell,Acinetobacter baumannii ATCC 17978,MIC,32,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA249,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA249,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,16,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA250,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CN(CCNCC4=C2)CC1,F1Fo-ATP synthase (Fo a/c interface),Acinetobacter baumannii ATCC 17978 (inverted membrane vesicles),IC50 (ATP synthesis inhibition),1.9,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA250,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CN(CCNCC4=C2)CC1,F1Fo-ATP synthase (Fo a/c interface),Pseudomonas aeruginosa ATP synthase in E. coli DK8/pASH20 vesicles,IC50 (ATP synthesis inhibition),1.2,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA250,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CN(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 17978,MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA250,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CN(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA250,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CN(CCNCC4=C2)CC1,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA251,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=C(OC)C(OC)=C(OC)C(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 17978,MIC,128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA251,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=C(OC)C(OC)=C(OC)C(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA251,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=C(OC)C(OC)=C(OC)C(CCNCC4=C2)CC1,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA252,COC1=C2N=C3SCC2=CC=CC=CC2CCCCC4=CCCN2CCC(CCNCC3=C4)C(OC)=C1OC,whole cell,Acinetobacter baumannii ATCC 17978,MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA252,COC1=C2N=C3SCC2=CC=CC=CC2CCCCC4=CCCN2CCC(CCNCC3=C4)C(OC)=C1OC,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA252,COC1=C2N=C3SCC2=CC=CC=CC2CCCCC4=CCCN2CCC(CCNCC3=C4)C(OC)=C1OC,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA253,COC1=C2N=C3SCC2=CC=CC=CC2=CCCN(C)CCN(CCNCC3=C2)C(OC)=C1OC,whole cell,Acinetobacter baumannii ATCC 17978,MIC,128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA253,COC1=C2N=C3SCC2=CC=CC=CC2=CCCN(C)CCN(CCNCC3=C2)C(OC)=C1OC,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA253,COC1=C2N=C3SCC2=CC=CC=CC2=CCCN(C)CCN(CCNCC3=C2)C(OC)=C1OC,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA254,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)C(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 17978,MIC,16,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA254,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)C(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,16,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA254,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)C(CCNCC4=C2)CC1,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,32,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA255,BrC1=CC=C2N=C3SCC2=CC=CC=CC2CCCCC4=CCCN2CCC1CCNCC3=C4,F1Fo-ATP synthase (Fo a/c interface),Acinetobacter baumannii ATCC 17978 (inverted membrane vesicles),IC50 (ATP synthesis inhibition),0.12,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA255,BrC1=CC=C2N=C3SCC2=CC=CC=CC2CCCCC4=CCCN2CCC1CCNCC3=C4,F1Fo-ATP synthase (Fo a/c interface),Pseudomonas aeruginosa ATP synthase in E. coli DK8/pASH20 vesicles,IC50 (ATP synthesis inhibition),0.23,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA255,BrC1=CC=C2N=C3SCC2=CC=CC=CC2CCCCC4=CCCN2CCC1CCNCC3=C4,electron transport chain,Pseudomonas aeruginosa (inverted membrane vesicles),IC50 (ETC inhibition),1.7,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA255,BrC1=CC=C2N=C3SCC2=CC=CC=CC2CCCCC4=CCCN2CCC1CCNCC3=C4,whole cell,Acinetobacter baumannii ATCC 17978,MIC,16,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA255,BrC1=CC=C2N=C3SCC2=CC=CC=CC2CCCCC4=CCCN2CCC1CCNCC3=C4,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,16,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA255,BrC1=CC=C2N=C3SCC2=CC=CC=CC2CCCCC4=CCCN2CCC1CCNCC3=C4,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,32,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA256,BrC1=CC=C2N=C3SCC2=CC=CC=CN2CCCCC4=CC=CC(=CC=C1CNCC3=C4)C2,whole cell,Acinetobacter baumannii ATCC 17978,MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA256,BrC1=CC=C2N=C3SCC2=CC=CC=CN2CCCCC4=CC=CC(=CC=C1CNCC3=C4)C2,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA256,BrC1=CC=C2N=C3SCC2=CC=CC=CN2CCCCC4=CC=CC(=CC=C1CNCC3=C4)C2,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA257,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)N(CCNCC4=C2)CC1,F1Fo-ATP synthase (Fo a/c interface),Acinetobacter baumannii ATCC 17978 (inverted membrane vesicles),IC50 (ATP synthesis inhibition),0.12,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA257,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)N(CCNCC4=C2)CC1,F1Fo-ATP synthase (Fo a/c interface),Pseudomonas aeruginosa ATP synthase in E. coli DK8/pASH20 vesicles,IC50 (ATP synthesis inhibition),0.13,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA257,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)N(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 17978,MIC,8,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA257,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)N(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,16,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA257,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(Br)N(CCNCC4=C2)CC1,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,16,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA261,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(c3ccccc3)C(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 17978,MIC,8,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA261,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(c3ccccc3)C(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,16,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA261,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(c3ccccc3)C(CCNCC4=C2)CC1,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA262,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,whole cell,Acinetobacter baumannii ATCC 17978,MIC,32,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA262,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,32,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA262,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA269,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,whole cell,Acinetobacter baumannii ATCC 17978,MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA269,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA269,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,>128,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA270,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(c3ccccc3)N(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 17978,MIC,16,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA270,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(c3ccccc3)N(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,16,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA270,CN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=C(c3ccccc3)N(CCNCC4=C2)CC1,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,32,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA236,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CC(CCNCC4=C2)CC1,F1Fo-ATP synthase (Fo a/c interface),Acinetobacter baumannii ATCC 17978 (inverted membrane vesicles),IC50 (ATP synthesis inhibition),0.36,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA236,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CC(CCNCC4=C2)CC1,F1Fo-ATP synthase (Fo a/c interface),Pseudomonas aeruginosa ATP synthase in E. coli DK8/pASH20 vesicles,IC50 (ATP synthesis inhibition),0.52,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA236,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CC(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 17978,MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA236,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CC(CCNCC4=C2)CC1,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA236,CCN1CCC=C2C=CC=CC=C3CSC4=NC3=CC=CC(CCNCC4=C2)CC1,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,32,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA238,C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,F1Fo-ATP synthase (Fo a/c interface),Acinetobacter baumannii ATCC 17978 (inverted membrane vesicles),IC50 (ATP synthesis inhibition),0.22,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA238,C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,F1Fo-ATP synthase (Fo a/c interface),Pseudomonas aeruginosa ATP synthase in E. coli DK8/pASH20 vesicles,IC50 (ATP synthesis inhibition),0.45,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,ATP_target
WSA238,C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,whole cell,Acinetobacter baumannii ATCC 17978,MIC,32,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA238,C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,32,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WSA238,C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,32,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,whole cell,Acinetobacter baumannii ATCC 17978,MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,whole cell,Acinetobacter baumannii ATCC 1605 (MDR),MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,whole cell,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),MIC,64,μg/mL,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,A,high,Antibacterial
WARD2024-1,CSc1nc2c3cc1CNCC(=CC=C(CN(C)C)C=CC=3)C=CC=2,F1Fo-ATP synthase (Fo a/c interface),Pseudomonas aeruginosa ATP synthase in E. coli DK8/pASH20 vesicles,IC50 (ATP synthesis inhibition),30,μg/mL,Amine Basicity of Quinoline ATP Synthase Inhibitors Drives Antibacterial Activity against Pseudomonas aeruginosa | DOI:10.1021/acsmedchemlett.3c00480,A,high,ATP_target
